Pi	CntProbe	CntProbeLmt	IsCensored	Seed	Error	OFTol	Significant Figures:	
3.1415724213	11528.0	100000000	False	7809611	-2.02323e-05	5e-05	4	
3.1415628539	1387.0	100000000	False	6163912	-2.97997e-05	5e-05	4	
3.1416249304	11291.0	100000000	False	7597163	3.22768e-05	5e-05	4	
3.1416021374	34688.0	100000000	False	5418140	9.4838e-06	5e-05	4	
3.1415662651	1043.0	100000000	False	737364	-2.63885e-05	5e-05	4	
3.1416309013	366.0	100000000	False	3174201	3.82477e-05	5e-05	4	
3.1415617128	3118.0	100000000	False	8500911	-3.09407e-05	5e-05	4	
3.1415873016	2474.0	100000000	False	543902	-5.352e-06	5e-05	4	
3.1415730337	699.0	100000000	False	5691162	-1.96199e-05	5e-05	4	
3.1416443253	7031.0	100000000	False	2915854	5.16717e-05	5e-05	4	
3.1415525114	344.0	100000000	False	5426069	-4.01422e-05	5e-05	4	
3.141617357	7964.0	100000000	False	8825491	2.47034e-05	5e-05	4	
3.1415929204	355.0	100000000	False	6525182	2.668e-07	5e-05	4	
3.1416216216	2906.0	100000000	False	3782615	2.8968e-05	5e-05	4	
3.1416122004	721.0	100000000	False	9168701	1.95468e-05	5e-05	4	
