Pi	CntProbe	CntProbeLmt	IsCensored	Seed	Error	OFTol	Significant Figures:	
3.1415525114	1376.0	100000000	False	1722160	-4.01422e-05	5e-05	4	
3.1416070008	3949.0	100000000	False	8002347	1.43472e-05	5e-05	4	
3.1415525114	344.0	100000000	False	3444114	-4.01422e-05	5e-05	4	
3.1415963162	40935.0	100000000	False	9659097	3.6626e-06	5e-05	4	
3.1415778252	7367.0	100000000	False	6220243	-1.48284e-05	5e-05	4	
3.1415929204	355.0	100000000	False	4026989	2.668e-07	5e-05	4	
3.1416309013	732.0	100000000	False	4865880	3.82477e-05	5e-05	4	
3.1416342412	4037.0	100000000	False	6862656	4.15877e-05	5e-05	4	
3.1415929204	710.0	100000000	False	2746156	2.668e-07	5e-05	4	
3.1415525114	344.0	100000000	False	4593373	-4.01422e-05	5e-05	4	
3.1416490486	743.0	100000000	False	9756608	5.6395e-05	5e-05	4	
3.1416309013	3660.0	100000000	False	6371402	3.82477e-05	5e-05	4	
3.1415913309	26237.0	100000000	False	6553455	-1.3227e-06	5e-05	4	
3.1416366053	16547.0	100000000	False	16773	4.39517e-05	5e-05	4	
3.1415929204	355.0	100000000	False	979117	2.668e-07	5e-05	4	
3.1416309013	1098.0	100000000	False	8979864	3.82477e-05	5e-05	4	
3.1415929204	1775.0	100000000	False	6094035	2.668e-07	5e-05	4	
3.1416309013	2562.0	100000000	False	4628684	3.82477e-05	5e-05	4	
3.1415948067	162122.0	100000000	False	9033052	2.1531e-06	5e-06	5	
3.1415855355	16941.0	100000000	False	967686	-7.1181e-06	5e-06	5	
3.1415929204	355.0	100000000	False	874149	2.668e-07	5e-06	5	
3.1415929204	1065.0	100000000	False	2955442	2.668e-07	5e-06	5	
3.1415901172	4959.0	100000000	False	9505274	-2.5364e-06	5e-06	5	
3.1415891801	7433.0	100000000	False	4887385	-3.4735e-06	5e-06	5	
3.1415945498	51186.0	100000000	False	5795489	1.8962e-06	5e-06	5	
3.1415929204	1065.0	100000000	False	4086029	2.668e-07	5e-06	5	
3.14159395	13501.0	100000000	False	6878633	1.2964e-06	5e-06	5	
3.1415912156	8154.0	100000000	False	396116	-1.438e-06	5e-06	5	
3.1415935951	20601.0	100000000	False	5269314	9.415e-07	5e-06	5	
3.1415929204	1420.0	100000000	False	3237343	2.668e-07	5e-06	5	
3.1415909595	7089.0	100000000	False	1611588	-1.6941e-06	5e-06	5	
3.1415874145	17673.0	100000000	False	2933956	-5.2391e-06	5e-06	5	
3.1415869334	16253.0	100000000	False	7742678	-5.7202e-06	5e-06	5	
3.1415944246	9241.0	100000000	False	3750299	1.771e-06	5e-06	5	
3.1415855355	5647.0	100000000	False	7992558	-7.1181e-06	5e-06	5	
3.141588785	6723.0	100000000	False	7126189	-3.8685e-06	5e-06	5	
3.1415929204	355.0	100000000	False	1619046	2.668e-07	5e-06	5	
3.1415929204	2485.0	100000000	False	8659608	2.668e-07	5e-06	5	
3.1415929204	4615.0	100000000	False	1365802	2.668e-07	5e-06	5	
3.1415929204	355.0	100000000	False	5180280	2.668e-07	5e-06	5	
3.141591138	7799.0	100000000	False	4942836	-1.5156e-06	5e-06	5	
3.1415929204	710.0	100000000	False	8057231	2.668e-07	5e-06	5	
3.1415857605	3883.0	100000000	False	8603643	-6.8931e-06	5e-06	5	
3.1415899011	4604.0	100000000	False	3100510	-2.7525e-06	5e-06	5	
3.141588386	27591.0	100000000	False	485863	-4.2676e-06	5e-06	5	
3.141588912	17340.0	100000000	False	8924459	-3.7416e-06	5e-06	5	
3.141586138	94279.0	100000000	False	354753	-6.5156e-06	5e-06	5	
3.1415929204	8165.0	100000000	False	8591982	2.668e-07	5e-06	5	
3.1415929204	4615.0	100000000	False	9713313	2.668e-07	5e-06	5	
3.1415942826	142864.0	100000000	False	8280457	1.629e-06	5e-06	5	
3.1415929204	1775.0	100000000	False	5516976	2.668e-07	5e-06	5	
3.1415912156	24462.0	100000000	False	7922309	-1.438e-06	5e-06	5	
3.1415893505	19470.0	100000000	False	789303	-3.303e-06	5e-06	5	
3.1415850401	1764.0	100000000	False	1990651	-7.6135e-06	5e-06	5	
3.1415859723	6002.0	100000000	False	3276535	-6.6813e-06	5e-06	5	
3.1415929204	355.0	100000000	False	2459040	2.668e-07	5e-06	5	
3.141592804	477786.0	100000000	False	6194939	1.504e-07	5e-06	5	
3.1415929204	3905.0	100000000	False	2332481	2.668e-07	5e-06	5	
3.1415929204	13845.0	100000000	False	4695615	2.668e-07	5e-06	5	
3.1415893754	50977.0	100000000	False	9097297	-3.2782e-06	5e-06	5	
3.1415862358	18716.0	100000000	False	1568158	-6.4178e-06	5e-06	5	
3.1415929204	1065.0	100000000	False	5802700	2.668e-07	5e-06	5	
3.1415882415	14855.0	100000000	False	9293018	-4.4121e-06	5e-06	5	
3.1415870193	7067.0	100000000	False	627316	-5.6343e-06	5e-06	5	
3.1415929204	4260.0	100000000	False	9247075	2.668e-07	5e-06	5	
3.1415938447	90236.0	100000000	False	5298736	1.1911e-06	5e-06	5	
3.1415850401	1764.0	100000000	False	7067533	-7.6135e-06	5e-06	5	
3.1415944847	8886.0	100000000	False	2757753	1.8311e-06	5e-06	5	
3.1415929204	1775.0	100000000	False	9991897	2.668e-07	5e-06	5	
3.1415859723	12004.0	100000000	False	6081709	-6.6813e-06	5e-06	5	
3.1415907412	19137.0	100000000	False	8467554	-1.9124e-06	5e-06	5	
3.1415929204	355.0	100000000	False	9697628	2.668e-07	5e-06	5	
3.1415929204	4970.0	100000000	False	2937288	2.668e-07	5e-06	5	
3.1415863603	2119.0	100000000	False	2049138	-6.2933e-06	5e-06	5	
3.1415861718	12359.0	100000000	False	7502825	-6.4818e-06	5e-06	5	
3.1415884998	141505.0	100000000	False	6391961	-4.1538e-06	5e-06	5	
3.1415878475	10961.0	100000000	False	8798716	-4.8061e-06	5e-06	5	
3.1415875581	7777.0	100000000	False	3218554	-5.0955e-06	5e-06	5	
3.1415929204	1775.0	100000000	False	6015849	2.668e-07	5e-06	5	
3.1415929204	6035.0	100000000	False	2305853	2.668e-07	5e-06	5	
3.1415850325	4411032.0	100000000	False	813975	-7.6211e-06	5e-06	5	
3.1415929204	4260.0	100000000	False	8880106	2.668e-07	5e-06	5	
3.1415880067	2829.0	100000000	False	7266184	-4.6469e-06	5e-06	5	
3.1415929204	3195.0	100000000	False	201863	2.668e-07	5e-06	5	
3.1415864684	21545.0	100000000	False	2183402	-6.1852e-06	5e-06	5	
3.1415858195	21534.0	100000000	False	2300221	-6.8341e-06	5e-06	5	
3.1415904683	5669.0	100000000	False	7782182	-2.1853e-06	5e-06	5	
3.1415929204	355.0	100000000	False	9565518	2.668e-07	5e-06	5	
3.1415944246	18482.0	100000000	False	5469803	1.771e-06	5e-06	5	
3.1415929204	2840.0	100000000	False	5644432	2.668e-07	5e-06	5	
3.1415946977	46926.0	100000000	False	5230725	2.0441e-06	5e-06	5	
3.1415895062	16286.0	100000000	False	2008824	-3.1474e-06	5e-06	5	
3.1415916955	11349.0	100000000	False	3115851	-9.581e-07	5e-06	5	
3.1415914384	103184.0	100000000	False	8582890	-1.2151e-06	5e-06	5	
3.1415863603	2119.0	100000000	False	6676561	-6.2933e-06	5e-06	5	
3.1415896488	8498.0	100000000	False	3795049	-3.0048e-06	5e-06	5	
3.1415929204	41180.0	100000000	False	3045716	2.668e-07	5e-06	5	
3.1415912637	25172.0	100000000	False	5212107	-1.3899e-06	5e-06	5	
3.1415886948	154618.0	100000000	False	8132238	-3.9587e-06	5e-06	5	
3.1415929204	355.0	100000000	False	833083	2.668e-07	5e-06	5	
3.1415880067	2829.0	100000000	False	363551	-4.6469e-06	5e-06	5	
3.1415929204	14200.0	100000000	False	5041334	2.668e-07	5e-06	5	
3.1415929204	5680.0	100000000	False	4434477	2.668e-07	5e-06	5	
3.1415929204	710.0	100000000	False	2988993	2.668e-07	5e-06	5	
3.1415929204	710.0	100000000	False	3798795	2.668e-07	5e-06	5	
3.1415850401	3528.0	100000000	False	4776970	-7.6135e-06	5e-06	5	
3.1415929204	4970.0	100000000	False	4237451	2.668e-07	5e-06	5	
3.1415929204	355.0	100000000	False	3755447	2.668e-07	5e-06	5	
3.1415929204	355.0	100000000	False	7758592	2.668e-07	5e-06	5	
3.1415929204	7100.0	100000000	False	2529843	2.668e-07	5e-06	5	
3.1415887409	16630.0	100000000	False	8009771	-3.9127e-06	5e-06	5	
3.1415858194	1597399.0	100000000	False	5189445	-6.8342e-06	5e-06	5	
3.1415892387	11327.0	100000000	False	1318214	-3.4149e-06	5e-06	5	
3.1415929204	2840.0	100000000	False	8850175	2.668e-07	5e-06	5	
3.1415890935	69016.0	100000000	False	6053397	-3.5601e-06	5e-06	5	
3.1415946206	8176.0	100000000	False	4303343	1.967e-06	5e-06	5	
3.1415886958	32905.0	100000000	False	5196331	-3.9578e-06	5e-06	5	
3.1415856272	9530.0	100000000	False	6893697	-7.0264e-06	5e-06	5	
3.141593109	147347.0	100000000	False	8025608	4.554e-07	5e-07	6	
3.1415928701	2767470.0	100000000	False	1815216	2.165e-07	5e-07	6	
3.1415929204	6745.0	100000000	False	3878283	2.668e-07	5e-07	6	
3.1415929204	5325.0	100000000	False	9475783	2.668e-07	5e-07	6	
3.1415929204	24850.0	100000000	False	8448476	2.668e-07	5e-07	6	
3.1415929204	1420.0	100000000	False	3014571	2.668e-07	5e-07	6	
3.1415925401	73108.0	100000000	False	4193563	-1.135e-07	5e-07	6	
3.1415925856	41524.0	100000000	False	5881897	-6.8e-08	5e-07	6	
3.1415929204	2840.0	100000000	False	3410969	2.668e-07	5e-07	6	
3.1415925039	667535.0	100000000	False	2423613	-1.497e-07	5e-07	6	
3.1415929204	355.0	100000000	False	6542058	2.668e-07	5e-07	6	
3.1415929204	10295.0	100000000	False	3715318	2.668e-07	5e-07	6	
3.1415929204	8520.0	100000000	False	2340601	2.668e-07	5e-07	6	
3.141592618	2022661.0	100000000	False	6816372	-3.56e-08	5e-07	6	
3.1415925819	1519703.0	100000000	False	7713481	-7.17e-08	5e-07	6	
3.1415929204	5680.0	100000000	False	2772708	2.668e-07	5e-07	6	
3.1409445634	100000000.0	100000000	True	8309663	-0.0006480902	5e-07	6	
3.1415932361	44031.0	100000000	False	7671216	5.825e-07	5e-07	6	
3.1415932215	230805.0	100000000	False	5604104	5.679e-07	5e-07	6	
3.141593392	29476.0	100000000	False	6356562	7.384e-07	5e-07	6	
3.1415932992	1394503.0	100000000	False	335957	6.456e-07	5e-07	6	
3.1415928361	1980768.0	100000000	False	5599458	1.825e-07	5e-07	6	
3.1415929204	2840.0	100000000	False	5255469	2.668e-07	5e-07	6	
3.1415929204	355.0	100000000	False	3518416	2.668e-07	5e-07	6	
3.1415927508	163988.0	100000000	False	2606564	9.72e-08	5e-07	6	
3.1415929204	5325.0	100000000	False	6517516	2.668e-07	5e-07	6	
3.1415928041	239248.0	100000000	False	9827711	1.506e-07	5e-07	6	
3.1415929204	18460.0	100000000	False	9153212	2.668e-07	5e-07	6	
3.1414048579	100000000.0	100000000	True	8770055	-0.0001877957	5e-07	6	
3.1415929204	28400.0	100000000	False	5251666	2.668e-07	5e-07	6	
3.1415934222	55402.0	100000000	False	4416968	7.686e-07	5e-07	6	
3.1415929204	355.0	100000000	False	4427259	2.668e-07	5e-07	6	
3.1415934096	56822.0	100000000	False	7270857	7.56e-07	5e-07	6	
3.1415932361	44031.0	100000000	False	4957854	5.825e-07	5e-07	6	
3.1415929204	18105.0	100000000	False	7086677	2.668e-07	5e-07	6	
3.1415925768	40459.0	100000000	False	1847593	-7.68e-08	5e-07	6	
3.1415926127	1219838.0	100000000	False	6983473	-4.09e-08	5e-07	6	
3.1415929204	21300.0	100000000	False	1391144	2.668e-07	5e-07	6	
3.1415929204	9585.0	100000000	False	3578936	2.668e-07	5e-07	6	
3.1415929204	1420.0	100000000	False	9844156	2.668e-07	5e-07	6	
3.1415929204	9230.0	100000000	False	6663918	2.668e-07	5e-07	6	
3.1415929204	32660.0	100000000	False	4866729	2.668e-07	5e-07	6	
3.1415929204	9230.0	100000000	False	94776	2.668e-07	5e-07	6	
3.1415929204	2840.0	100000000	False	2244452	2.668e-07	5e-07	6	
3.1415926353	243830.0	100000000	False	537957	-1.83e-08	5e-07	6	
3.1415929204	2485.0	100000000	False	5195368	2.668e-07	5e-07	6	
3.1415932653	80607.0	100000000	False	2904478	6.117e-07	5e-07	6	
3.1415932082	48291.0	100000000	False	7656650	5.546e-07	5e-07	6	
3.1415927265	71699.0	100000000	False	5003824	7.29e-08	5e-07	6	
3.1415929204	9940.0	100000000	False	6928609	2.668e-07	5e-07	6	
3.1415929204	9585.0	100000000	False	8692920	2.668e-07	5e-07	6	
3.1415929204	9230.0	100000000	False	2029348	2.668e-07	5e-07	6	
3.1415929204	8875.0	100000000	False	6252284	2.668e-07	5e-07	6	
3.1415929204	12780.0	100000000	False	448395	2.668e-07	5e-07	6	
3.141592855	425623.0	100000000	False	7907967	2.014e-07	5e-07	6	
3.1415929204	22365.0	100000000	False	5448814	2.668e-07	5e-07	6	
3.1415925967	42944.0	100000000	False	6414856	-5.69e-08	5e-07	6	
3.1415929204	8520.0	100000000	False	6581093	2.668e-07	5e-07	6	
3.1415925498	262623.0	100000000	False	6301549	-1.038e-07	5e-07	6	
3.1415929204	10650.0	100000000	False	9437355	2.668e-07	5e-07	6	
3.1415929204	355.0	100000000	False	7387587	2.668e-07	5e-07	6	
3.141593273	78832.0	100000000	False	9636884	6.194e-07	5e-07	6	
3.1415934096	56822.0	100000000	False	2859531	7.56e-07	5e-07	6	
3.1415929204	3550.0	100000000	False	1998087	2.668e-07	5e-07	6	
3.1415933703	30896.0	100000000	False	9683156	7.167e-07	5e-07	6	
3.1415929204	77035.0	100000000	False	5007914	2.668e-07	5e-07	6	
3.141592508	33714.0	100000000	False	9362500	-1.456e-07	5e-07	6	
3.1415932129	807812.0	100000000	False	6748108	5.593e-07	5e-07	6	
3.1415932223	138128.0	100000000	False	9549466	5.687e-07	5e-07	6	
3.1415929204	25560.0	100000000	False	5977349	2.668e-07	5e-07	6	
3.1415933158	35156.0	100000000	False	4123265	6.622e-07	5e-07	6	
3.1415932408	260281.0	100000000	False	2394119	5.872e-07	5e-07	6	
3.1415927078	261591.0	100000000	False	2225020	5.42e-08	5e-07	6	
3.1415929204	8520.0	100000000	False	4833816	2.668e-07	5e-07	6	
3.1415931447	123917.0	100000000	False	4818359	4.911e-07	5e-07	6	
3.1415929204	48635.0	100000000	False	305597	2.668e-07	5e-07	6	
3.1415927379	8989432.0	100000000	False	6674654	8.43e-08	5e-07	6	
3.1415929204	6035.0	100000000	False	6666578	2.668e-07	5e-07	6	
3.1415925518	264043.0	100000000	False	7604709	-1.018e-07	5e-07	6	
3.1415933239	34446.0	100000000	False	4612736	6.703e-07	5e-07	6	
3.141593273	39416.0	100000000	False	6990715	6.194e-07	5e-07	6	
3.141593436	296546.0	100000000	False	402283	7.824e-07	5e-07	6	
3.1415925967	128832.0	100000000	False	3595099	-5.69e-08	5e-07	6	
3.1415933553	31961.0	100000000	False	8536918	7.017e-07	5e-07	6	
3.1415926593	53239.0	100000000	False	4950641	5.7e-09	5e-07	6	
3.1415929204	12070.0	100000000	False	8484308	2.668e-07	5e-07	6	
3.1415929204	57510.0	100000000	False	8150516	2.668e-07	5e-07	6	
3.1415932147	47226.0	100000000	False	7778344	5.611e-07	5e-07	6	
3.1415929204	3905.0	100000000	False	1222198	2.668e-07	5e-07	6	
3.1415929204	39405.0	100000000	False	1742123	2.668e-07	5e-07	6	
3.1415925737	481248.0	100000000	False	7937954	-7.99e-08	5e-07	6	
3.1415926484	204436.0	100000000	False	8659564	-5.2e-09	5e-07	6	
3.1415929204	355.0	100000000	False	1967307	2.668e-07	5e-07	6	
3.141593204	4606804.0	100000000	False	4181081	5.504e-07	5e-07	6	
3.1415927649	89449.0	100000000	False	5083736	1.114e-07	5e-07	6	
3.1415928781	658148.0	100000000	False	9938209	2.245e-07	5e-07	6	
3.1415929204	1065.0	100000000	False	7684723	2.668e-07	5e-07	6	
3.1415929204	5325.0	100000000	False	1100622	2.668e-07	5e-07	6	
3.1415925247	35134.0	100000000	False	9638706	-1.289e-07	5e-07	6	
3.1415929204	2840.0	100000000	False	4970267	2.668e-07	5e-07	6	
3.1415926738	902234.0	100000000	False	4759025	2.02e-08	5e-08	7	
3.1415927247	4475147.0	100000000	False	5368193	7.11e-08	5e-08	7	
3.1415926566	105413.0	100000000	False	6304667	3e-09	5e-08	7	
3.1415926836	293530.0	100000000	False	7749554	3e-08	5e-08	7	
3.1415926618	107543.0	100000000	False	938199	8.2e-09	5e-08	7	
3.1415926807	289980.0	100000000	False	5589127	2.71e-08	5e-08	7	
3.1415926669	219346.0	100000000	False	4857010	1.33e-08	5e-08	7	
3.1415926539	52174.0	100000000	False	8349	3e-10	5e-08	7	
3.1415926726	2637133.0	100000000	False	7110635	1.9e-08	5e-08	7	
3.1415927115	266206.0	100000000	False	9978114	5.79e-08	5e-08	7	
3.1415927397	846199.0	100000000	False	1798378	8.61e-08	5e-08	7	
3.1415926887	4081042.0	100000000	False	1244496	3.51e-08	5e-08	7	
3.1415926894	1384602.0	100000000	False	8331987	3.59e-08	5e-08	7	
3.1415926953	123518.0	100000000	False	9947971	4.17e-08	5e-08	7	
3.141592712	266916.0	100000000	False	7769263	5.84e-08	5e-08	7	
3.1415926743	282525.0	100000000	False	378898	2.08e-08	5e-08	7	
3.1415926738	394683.0	100000000	False	2343052	2.02e-08	5e-08	7	
3.1415927349	36436824.0	100000000	False	6539486	8.14e-08	5e-08	7	
3.1415927365	75604.0	100000000	False	5921038	8.29e-08	5e-08	7	
3.1415927304	512188.0	100000000	False	5141225	7.68e-08	5e-08	7	
3.1415926557	52529.0	100000000	False	2652175	2.1e-09	5e-08	7	
3.141592744	2838184.0	100000000	False	2582034	9.04e-08	5e-08	7	
3.1415927016	63534.0	100000000	False	4588869	4.8e-08	5e-08	7	
3.1415926818	407818.0	100000000	False	8024616	2.82e-08	5e-08	7	
3.1415927052	193797.0	100000000	False	4364653	5.16e-08	5e-08	7	
3.1415926847	530981.0	100000000	False	6451791	3.11e-08	5e-08	7	
3.1415926669	219346.0	100000000	False	1134192	1.33e-08	5e-08	7	
3.1415927192	1451364.0	100000000	False	9236136	6.56e-08	5e-08	7	
3.1415927475	160793.0	100000000	False	4313890	9.39e-08	5e-08	7	
3.1415926948	3266837.0	100000000	False	1712581	4.12e-08	5e-08	7	
3.1415926992	24581579.0	100000000	False	1332198	4.57e-08	5e-08	7	
3.1415926761	4780926.0	100000000	False	4610809	2.25e-08	5e-08	7	
3.1415926539	104348.0	100000000	False	9367918	3e-10	5e-08	7	
3.1415927038	2759652.0	100000000	False	4313131	5.02e-08	5e-08	7	
3.1415926888	360259.0	100000000	False	6365299	3.52e-08	5e-08	7	
3.1415926815	291045.0	100000000	False	4120910	2.8e-08	5e-08	7	
3.1415926575	105768.0	100000000	False	3452585	3.9e-09	5e-08	7	
3.1415926793	115353.0	100000000	False	781083	2.57e-08	5e-08	7	
3.1415927028	63889.0	100000000	False	6899456	4.92e-08	5e-08	7	
3.1415926575	52884.0	100000000	False	1765521	3.9e-09	5e-08	7	
3.1415926953	308795.0	100000000	False	8254815	4.17e-08	5e-08	7	
3.1415927388	3751456.0	100000000	False	2592300	8.52e-08	5e-08	7	
3.1415926709	55724.0	100000000	False	7398188	1.73e-08	5e-08	7	
3.1415926599	266905.0	100000000	False	8748218	6.4e-09	5e-08	7	
3.1415927118	999870.0	100000000	False	2298565	5.82e-08	5e-08	7	
3.1415927123	334000.0	100000000	False	8571027	5.87e-08	5e-08	7	
3.1415926872	59629.0	100000000	False	8499190	3.36e-08	5e-08	7	
3.1415926815	232836.0	100000000	False	8686133	2.8e-08	5e-08	7	
3.1415927115	133103.0	100000000	False	5476087	5.79e-08	5e-08	7	
3.1415926563	157942.0	100000000	False	232092	2.7e-09	5e-08	7	
3.1415927008	823102.0	100000000	False	9517373	4.72e-08	5e-08	7	
3.1415927303	658426.0	100000000	False	534003	7.68e-08	5e-08	7	
3.1415927475	321586.0	100000000	False	1001650	9.39e-08	5e-08	7	
3.1415927221	140203.0	100000000	False	3631570	6.85e-08	5e-08	7	
3.1415926857	1421866.0	100000000	False	3230745	3.21e-08	5e-08	7	
3.141592715	270821.0	100000000	False	1038962	6.14e-08	5e-08	7	
3.1415927345	2692634.0	100000000	False	4368777	8.09e-08	5e-08	7	
3.1415927433	33138868.0	100000000	False	9323527	8.97e-08	5e-08	7	
3.14159272	138783.0	100000000	False	4182373	6.64e-08	5e-08	7	
3.1415927413	1397792.0	100000000	False	5319741	8.78e-08	5e-08	7	
3.1415926771	342864.0	100000000	False	7129199	2.35e-08	5e-08	7	
3.141592704	192732.0	100000000	False	4452697	5.04e-08	5e-08	7	
3.141592683	58564.0	100000000	False	1707053	2.94e-08	5e-08	7	
3.1415927177	1234492.0	100000000	False	1228578	6.41e-08	5e-08	7	
3.14159269	1388152.0	100000000	False	4364714	3.64e-08	5e-08	7	
3.1415927216	21750979.0	100000000	False	6165057	6.8e-08	5e-08	7	
3.1415926805	2318420.0	100000000	False	1162148	2.69e-08	5e-08	7	
3.1415927333	1263613.0	100000000	False	5521726	7.97e-08	5e-08	7	
3.1415926693	110738.0	100000000	False	745878	1.57e-08	5e-08	7	
3.1415926656	218281.0	100000000	False	7338252	1.2e-08	5e-08	7	
3.1415927063	64954.0	100000000	False	7208756	5.28e-08	5e-08	7	
3.1415926981	312700.0	100000000	False	4882495	4.45e-08	5e-08	7	
3.1415927294	7426898.0	100000000	False	1796921	7.59e-08	5e-08	7	
3.1415927028	63889.0	100000000	False	3649968	4.92e-08	5e-08	7	
3.1415926707	3841406.0	100000000	False	9465388	1.71e-08	5e-08	7	
3.1415926786	57499.0	100000000	False	7198739	2.5e-08	5e-08	7	
3.1415927164	272596.0	100000000	False	6110707	6.28e-08	5e-08	7	
3.1415926862	237451.0	100000000	False	3117757	3.26e-08	5e-08	7	
3.1415926723	2409622.0	100000000	False	9424396	1.87e-08	5e-08	7	
3.1415927126	133813.0	100000000	False	1400060	5.9e-08	5e-08	7	
3.1415926539	573914.0	100000000	False	9474811	3e-10	5e-08	7	
3.14159269	120678.0	100000000	False	8254202	3.64e-08	5e-08	7	
3.1415926789	575700.0	100000000	False	9828383	2.53e-08	5e-08	7	
3.1415927219	420254.0	100000000	False	2179459	6.83e-08	5e-08	7	
3.1415927098	66019.0	100000000	False	1719491	5.62e-08	5e-08	7	
3.1415926879	239226.0	100000000	False	6163836	3.43e-08	5e-08	7	
3.141592683	175692.0	100000000	False	4748480	2.94e-08	5e-08	7	
3.1415926579	211891.0	100000000	False	4720171	4.3e-09	5e-08	7	
3.1415926553	209761.0	100000000	False	5427270	1.7e-09	5e-08	7	
3.1415926609	964337.0	100000000	False	7004088	7.3e-09	5e-08	7	
3.141592653	103993.0	100000000	False	9259641	-6e-10	5e-08	7	
3.1415927109	66374.0	100000000	False	1761426	5.73e-08	5e-08	7	
3.1415926596	2132045.0	100000000	False	7459189	6e-09	5e-08	7	
3.1413526055	100000000.0	100000000	True	8377634	-0.0002400481	5e-08	7	
3.1415926627	53949.0	100000000	False	6211217	9.1e-09	5e-08	7	
3.1415927195	207642.0	100000000	False	3189792	6.59e-08	5e-08	7	
3.1415927017	445093.0	100000000	False	3130198	4.81e-08	5e-08	7	
3.141592695	308440.0	100000000	False	402110	4.14e-08	5e-08	7	
3.1415926563	1631949.0	100000000	False	1281997	2.7e-09	5e-08	7	
3.1415927109	132748.0	100000000	False	5916681	5.73e-08	5e-08	7	
3.1415926486	409227.0	100000000	False	1888038	-5e-09	5e-09	8	
3.1415926496	872758.0	100000000	False	2823983	-4e-09	5e-09	8	
3.1415926495	769830.0	100000000	False	2135666	-4.1e-09	5e-09	8	
3.1415926474	407452.0	100000000	False	2584041	-6.2e-09	5e-09	8	
3.1415926481	663707.0	100000000	False	6846932	-5.5e-09	5e-09	8	
3.14132685	100000000.0	100000000	True	3650662	-0.0002658036	5e-09	8	
3.1415926504	2677193.0	100000000	False	4005349	-3.2e-09	5e-09	8	
3.1415926527	155812.0	100000000	False	8059442	-9e-10	5e-09	8	
3.1415926457	253060.0	100000000	False	4258783	-7.9e-09	5e-09	8	
3.1415926452	25513975.0	100000000	False	2129704	-8.4e-09	5e-09	8	
3.1415926536	833719.0	100000000	False	1239900	-0.0	5e-09	8	
3.1415926477	5965908.0	100000000	False	6338051	-5.9e-09	5e-09	8	
3.1415926475	48657510.0	100000000	False	6564096	-6.1e-09	5e-09	8	
3.1415926464	1014725.0	100000000	False	5598537	-7.2e-09	5e-09	8	
3.1415926514	2170363.0	100000000	False	7731240	-2.2e-09	5e-09	8	
3.1415926549	3822902.0	100000000	False	8946960	1.3e-09	5e-09	8	
3.1415926521	3420409.0	100000000	False	9977259	-1.5e-09	5e-09	8	
3.1415926465	1218451.0	100000000	False	7444174	-7e-09	5e-09	8	
3.1415926537	14960448.0	100000000	False	8144862	1e-10	5e-09	8	
3.141592653	1247916.0	100000000	False	1513890	-6e-10	5e-09	8	
3.1415926528	19586528.0	100000000	False	3988388	-8e-10	5e-09	8	
3.1415926489	358473.0	100000000	False	8606666	-4.7e-09	5e-09	8	
3.1415926481	765925.0	100000000	False	4392871	-5.5e-09	5e-09	8	
3.1415926499	925287.0	100000000	False	746221	-3.7e-09	5e-09	8	
3.1410094306	100000000.0	100000000	True	6458249	-0.000583223	5e-09	8	
3.1415926526	1090329.0	100000000	False	9879539	-1e-09	5e-09	8	
3.1415926492	666547.0	100000000	False	2396983	-4.4e-09	5e-09	8	
3.1415926455	1011530.0	100000000	False	3566393	-8.1e-09	5e-09	8	
3.1415926539	52174.0	100000000	False	4517957	3e-10	5e-09	8	
3.1415926493	102573.0	100000000	False	1149762	-4.3e-09	5e-09	8	
3.1415926521	103638.0	100000000	False	9706196	-1.5e-09	5e-09	8	
3.1415926479	1122623.0	100000000	False	3429426	-5.7e-09	5e-09	8	
3.1415926462	2535570.0	100000000	False	1465822	-7.4e-09	5e-09	8	
3.1415926494	1179767.0	100000000	False	9710663	-4.2e-09	5e-09	8	
3.1415926505	2318010.0	100000000	False	2114210	-3.1e-09	5e-09	8	
3.1415926525	259450.0	100000000	False	1835610	-1.1e-09	5e-09	8	
3.1415926466	609403.0	100000000	False	5048836	-7e-09	5e-09	8	
3.1415926544	574979.0	100000000	False	4135190	8e-10	5e-09	8	
3.1415926541	2453953.0	100000000	False	8167387	5e-10	5e-09	8	
3.1415926454	1668137.0	100000000	False	2560748	-8.2e-09	5e-09	8	
3.1415926537	417037.0	100000000	False	4822951	1e-10	5e-09	8	
3.1415926465	2639918.0	100000000	False	5486375	-7e-09	5e-09	8	
3.1415926474	101863.0	100000000	False	7482332	-6.2e-09	5e-09	8	
3.1415926521	155457.0	100000000	False	5625933	-1.5e-09	5e-09	8	
3.1415926522	3421119.0	100000000	False	781373	-1.4e-09	5e-09	8	
3.1415926463	3195727.0	100000000	False	6121391	-7.3e-09	5e-09	8	
3.1415926539	730436.0	100000000	False	4249720	3e-10	5e-09	8	
3.1415926548	209406.0	100000000	False	6575484	1.2e-09	5e-09	8	
3.1415926458	10377590.0	100000000	False	2319222	-7.8e-09	5e-09	8	
3.141592653	623958.0	100000000	False	6998461	-6e-10	5e-09	8	
3.1419494426	100000000.0	100000000	True	1604440	0.0003567891	5e-09	8	
3.1415926505	2575685.0	100000000	False	3605637	-3.1e-09	5e-09	8	
3.1415926517	931322.0	100000000	False	7090370	-1.9e-09	5e-09	8	
3.1415926512	1342679.0	100000000	False	1052810	-2.4e-09	5e-09	8	
3.1415926481	765925.0	100000000	False	3538656	-5.5e-09	5e-09	8	
