ID	Pi Hat	CntProbe	SeedInit	Error	RunTime	Experiment	
343	3.1836994588	10000.0	9113407	0.0421068052	0.030837059020996094	Parallel	
344	3.1152647975	10000.0	8138890	-0.0263278561	0.03461408615112305	Parallel	
345	3.1496062992	10000.0	8197221	0.0080136456	0.03754591941833496	Parallel	
346	3.141196796	10000.0	1525163	-0.0003958576	0.031286001205444336	Parallel	
347	3.1640563202	10000.0	6948490	0.0224636666	0.0407259464263916	Parallel	
348	3.1181789835	10000.0	9469722	-0.0234136701	0.03288769721984863	Parallel	
349	3.1099362463	10000.0	7190840	-0.0316564073	0.034110307693481445	Parallel	
350	3.1012560087	10000.0	1772268	-0.0403366449	0.03693199157714844	Parallel	
351	3.143665514	10000.0	4383385	0.0020728604	0.031614065170288086	Parallel	
352	3.1580609506	10000.0	269740	0.016468297	0.035523176193237305	Parallel	
353	3.1089693767	10000.0	9990978	-0.0326232769	0.03139805793762207	Parallel	
354	3.1670625495	10000.0	3405719	0.0254698959	0.03437685966491699	Parallel	
355	3.1710797527	10000.0	4783324	0.0294870991	0.0325319766998291	Parallel	
356	3.1685678074	10000.0	864870	0.0269751538	0.03230023384094238	Parallel	
357	3.2092426187	10000.0	4570475	0.0676499652	0.03509688377380371	Parallel	
358	3.1338138515	10000.0	9030718	-0.0077788021	0.03648734092712402	Parallel	
359	3.1254883576	10000.0	467556	-0.016104296	0.03252410888671875	Parallel	
360	3.1367628607	10000.0	9675099	-0.0048297929	0.03546404838562012	Parallel	
361	3.0974136596	10000.0	7925154	-0.044178994	0.03715682029724121	Parallel	
362	3.1994880819	10000.0	2326237	0.0578954283	0.03593325614929199	Parallel	
363	3.1520882585	10000.0	5620396	0.0104956049	0.038704872131347656	Parallel	
364	3.1421838178	10000.0	1289477	0.0005911642	0.032376766204833984	Parallel	
365	3.162055336	10000.0	3598727	0.0204626824	0.03177189826965332	Parallel	
366	3.137254902	10000.0	9312538	-0.0043377516	0.03336286544799805	Parallel	
367	3.1031807603	10000.0	6575653	-0.0384118933	0.03425312042236328	Parallel	
368	3.1284217112	10000.0	7894813	-0.0131709423	0.03920626640319824	Parallel	
369	3.0864197531	10000.0	3748231	-0.0551729005	0.04110288619995117	Parallel	
370	3.1230480949	10000.0	3153905	-0.0185445586	0.03270387649536133	Parallel	
371	3.1610557926	10000.0	6877112	0.019463139	0.037175893783569336	Parallel	
372	3.1466331026	10000.0	612010	0.005040449	0.03167009353637695	Parallel	
373	3.14317146	10000.0	868479	0.0015788064	0.0355830192565918	Parallel	
374	3.1284217112	10000.0	1034435	-0.0131709423	0.03688192367553711	Parallel	
375	3.1456432841	10000.0	2345356	0.0040506305	0.03160381317138672	Parallel	
376	3.1680658958	10000.0	7024085	0.0264732422	0.037806034088134766	Parallel	
377	3.130870382	10000.0	8777428	-0.0107222716	0.0350947380065918	Parallel	
378	3.124511795	10000.0	6820144	-0.0170808586	0.03423595428466797	Parallel	
379	3.1392246115	10000.0	6709241	-0.0023680421	0.03968620300292969	Parallel	
380	3.1746031746	10000.0	330136	0.033010521	0.034342050552368164	Parallel	
381	3.1294007198	10000.0	5755857	-0.0121919338	0.034828901290893555	Parallel	
382	3.1274433151	10000.0	807914	-0.0141493385	0.03716683387756348	Parallel	
383	3.1570639305	10000.0	8908920	0.015471277	0.03630208969116211	Parallel	
384	3.1421838178	10000.0	2197725	0.0005911642	0.03545808792114258	Parallel	
385	3.1416902293	10000.0	7741565	9.75758e-05	0.03607010841369629	Parallel	
386	3.1575623619	10000.0	6240931	0.0159697083	0.037075042724609375	Parallel	
387	3.1630555116	10000.0	4706989	0.021462858	0.03222203254699707	Parallel	
388	3.1367628607	10000.0	4936566	-0.0048297929	0.03768801689147949	Parallel	
389	3.1590586005	10000.0	1727318	0.0174659469	0.03872203826904297	Parallel	
390	3.1984647369	10000.0	9705873	0.0568720833	0.03646397590637207	Parallel	
391	3.1595576619	10000.0	8409599	0.0179650083	0.032972097396850586	Parallel	
392	3.187250996	10000.0	6091541	0.0456583424	0.03437995910644531	Parallel	
393	3.14317146	10000.0	6531587	0.0015788064	0.03663301467895508	Parallel	
394	3.1625553447	10000.0	4541286	0.0209626911	0.03645896911621094	Parallel	
395	3.1382394477	10000.0	5044144	-0.0033532059	0.034494876861572266	Parallel	
396	3.1230480949	10000.0	8942907	-0.0185445586	0.030966997146606445	Parallel	
397	3.1289111389	10000.0	5379487	-0.0126815147	0.0379488468170166	Parallel	
398	3.1520882585	10000.0	8639972	0.0104956049	0.03102397918701172	Parallel	
399	3.1426775613	10000.0	526454	0.0010849077	0.03166794776916504	Parallel	
400	3.1471282455	10000.0	13442	0.0055355919	0.03790712356567383	Parallel	
401	3.1471282455	10000.0	3517963	0.0055355919	0.03144192695617676	Parallel	
402	3.119638122	10000.0	8607530	-0.0219545316	0.03588986396789551	Parallel	
403	3.141196796	10000.0	9956727	-0.0003958576	0.03831768035888672	Parallel	
404	3.1328811542	100000.0	1558728	-0.0087114994	0.35358309745788574	Parallel	
405	3.1415915303	100000.0	8342706	-1.1233e-06	0.3553907871246338	Parallel	
406	3.1522373004	100000.0	8016940	0.0106446468	0.34947705268859863	Parallel	
407	3.1458411979	100000.0	7032479	0.0042485443	0.34032487869262695	Parallel	
408	3.139273886	100000.0	8721579	-0.0023187676	0.34468507766723633	Parallel	
409	3.131409604	100000.0	2356952	-0.0101830496	0.35524415969848633	Parallel	
410	3.1412954703	100000.0	2913860	-0.0002971833	0.35674333572387695	Parallel	
411	3.136664471	100000.0	9529030	-0.0049281826	0.33134889602661133	Parallel	
412	3.1414434933	100000.0	158695	-0.0001491603	0.3268110752105713	Parallel	
413	3.1464845901	100000.0	7818827	0.0048919365	0.32942795753479004	Parallel	
414	3.1365660874	100000.0	2452169	-0.0050265661	0.33258700370788574	Parallel	
415	3.1388304718	100000.0	6819265	-0.0027621818	0.3323948383331299	Parallel	
416	3.1421838178	100000.0	8688084	0.0005911642	0.3309357166290283	Parallel	
417	3.1347471043	100000.0	8903076	-0.0068455493	0.3506040573120117	Parallel	
418	3.1391260673	100000.0	7195008	-0.0024665863	0.3417389392852783	Parallel	
419	3.1505986137	100000.0	2342548	0.0090059601	0.34558582305908203	Parallel	
420	3.156366391	100000.0	2348845	0.0147737374	0.3428828716278076	Parallel	
421	3.1405062496	100000.0	209743	-0.001086404	0.34748387336730957	Parallel	
422	3.1250976593	100000.0	6953246	-0.0164949943	0.33951497077941895	Parallel	
423	3.1376486461	100000.0	5734259	-0.0039440075	0.33654284477233887	Parallel	
424	3.1388304718	100000.0	2801360	-0.0027621818	0.3425610065460205	Parallel	
425	3.1444068863	100000.0	65985	0.0028142327	0.3352808952331543	Parallel	
426	3.1370088621	100000.0	2314559	-0.0045837915	0.33257198333740234	Parallel	
427	3.1393231619	100000.0	2826559	-0.0022694917	0.3579902648925781	Parallel	
428	3.1373041146	100000.0	520687	-0.004288539	0.33731985092163086	Parallel	
429	3.1456432841	100000.0	2844960	0.0040506305	0.33929991722106934	Parallel	
430	3.1469796862	100000.0	3107141	0.0053870327	0.3347179889678955	Parallel	
431	3.1450496918	100000.0	9404206	0.0034570382	0.33632588386535645	Parallel	
432	3.1310664412	100000.0	2507449	-0.0105262124	0.3320767879486084	Parallel	
433	3.1426281799	100000.0	2932437	0.0010355264	0.34547901153564453	Parallel	
434	3.1522869842	100000.0	2425357	0.0106943306	0.3495979309082031	Parallel	
435	3.1369596587	100000.0	6993217	-0.0046329949	0.33170199394226074	Parallel	
436	3.1490112105	100000.0	8426304	0.0074185569	0.335216760635376	Parallel	
437	3.1356809131	100000.0	218737	-0.0059117405	0.32454872131347656	Parallel	
438	3.1433196599	100000.0	8351308	0.0017270063	0.32416224479675293	Parallel	
439	3.1315566968	100000.0	1944481	-0.0100359568	0.3368098735809326	Parallel	
440	3.133617448	100000.0	820562	-0.0079752056	0.33013081550598145	Parallel	
441	3.134354088	100000.0	7782017	-0.0072385656	0.3362009525299072	Parallel	
442	3.1395202813	100000.0	6390725	-0.0020723723	0.3358626365661621	Parallel	
443	3.1399638904	100000.0	5060747	-0.0016287632	0.32819294929504395	Parallel	
444	3.1457422379	100000.0	2883031	0.0041495843	0.3438410758972168	Parallel	
445	3.1476235442	100000.0	1095519	0.0060308906	0.3245701789855957	Parallel	
446	3.1503008537	100000.0	1096990	0.0087082001	0.33747220039367676	Parallel	
447	3.1338138515	100000.0	1826825	-0.0077788021	0.32702016830444336	Parallel	
448	3.129988419	100000.0	9667326	-0.0116042345	0.33872222900390625	Parallel	
449	3.1301843679	100000.0	684751	-0.0114082857	0.32480311393737793	Parallel	
450	3.1340593904	100000.0	159972	-0.0075332632	0.355327844619751	Parallel	
451	3.1494575059	100000.0	8107027	0.0078648524	0.33898305892944336	Parallel	
452	3.1320961554	100000.0	4623571	-0.0094964982	0.3369929790496826	Parallel	
453	3.1471777683	100000.0	2577536	0.0055851147	0.3315558433532715	Parallel	
454	3.1407528385	100000.0	1822859	-0.0008398151	0.3342447280883789	Parallel	
455	3.1420850877	100000.0	5670210	0.0004924341	0.33165502548217773	Parallel	
456	3.1333719783	100000.0	9220468	-0.0082206753	0.3316190242767334	Parallel	
457	3.1422331851	100000.0	3778589	0.0006405315	0.33803606033325195	Parallel	
458	3.1472768187	100000.0	2937040	0.0056841651	0.34525489807128906	Parallel	
459	3.1384856807	100000.0	7134213	-0.0031069729	0.3438296318054199	Parallel	
460	3.1450002359	100000.0	5709529	0.0034075823	0.33547186851501465	Parallel	
461	3.1341576168	100000.0	6718026	-0.0074350368	0.3285386562347412	Parallel	
462	3.1402103941	100000.0	8381669	-0.0013822595	0.36829710006713867	Parallel	
463	3.1430232741	100000.0	7972882	0.0014306205	0.341015100479126	Parallel	
464	3.1334210691	100000.0	5034577	-0.0081715845	0.34662795066833496	Parallel	
465	3.1414928374	100000.0	1824724	-9.98162e-05	0.33752870559692383	Parallel	
466	3.1347962382	100000.0	3362125	-0.0067964153	0.3312497138977051	Parallel	
467	3.1425294219	100000.0	7391299	0.0009367683	0.33376193046569824	Parallel	
468	3.1450496918	100000.0	5773120	0.0034570382	0.33795714378356934	Parallel	
469	3.1303313456	100000.0	6132615	-0.011261308	0.3306539058685303	Parallel	
470	3.1358284075	100000.0	8031379	-0.0057642461	0.3264639377593994	Parallel	
471	3.15000315	100000.0	4223657	0.0084104964	0.3347361087799072	Parallel	
472	3.139569565	100000.0	9436242	-0.0020230886	0.33953046798706055	Parallel	
473	3.1387812113	100000.0	7013987	-0.0028114423	0.34857606887817383	Parallel	
474	3.1424306701	100000.0	8159549	0.0008380165	0.32308411598205566	Parallel	
475	3.1469301696	100000.0	9952373	0.005337516	0.350801944732666	Parallel	
476	3.1275411272	100000.0	9116026	-0.0140515264	0.3612089157104492	Parallel	
477	3.1404569365	100000.0	7773020	-0.0011357171	0.36035680770874023	Parallel	
478	3.1301843679	100000.0	4061603	-0.0114082857	0.3706166744232178	Parallel	
479	3.1517902168	100000.0	879356	0.0101975633	0.34555506706237793	Parallel	
480	3.1427269442	100000.0	2132088	0.0011342906	0.33974194526672363	Parallel	
481	3.1530821378	100000.0	1888113	0.0114894842	0.33939504623413086	Parallel	
482	3.1343049679	100000.0	1288673	-0.0072876857	0.35755205154418945	Parallel	
483	3.1460886253	100000.0	3493215	0.0044959717	0.3451972007751465	Parallel	
484	3.1466331026	100000.0	5466300	0.005040449	0.34394335746765137	Parallel	
485	3.1492095484	100000.0	543500	0.0076168948	0.36081671714782715	Parallel	
486	3.1447529797	100000.0	1195242	0.0031603261	0.34946680068969727	Parallel	
487	3.1441597233	100000.0	7118014	0.0025670697	0.348355770111084	Parallel	
488	3.1382394477	100000.0	4296213	-0.0033532059	0.34867215156555176	Parallel	
489	3.1336665465	100000.0	7437221	-0.007926107	0.3348078727722168	Parallel	
490	3.1402596995	100000.0	4882919	-0.0013329541	0.32921910285949707	Parallel	
491	3.1425294219	100000.0	3821007	0.0009367683	0.34209394454956055	Parallel	
492	3.1399145943	100000.0	5442429	-0.0016780593	0.34450721740722656	Parallel	
493	3.138633439	100000.0	1777967	-0.0029592146	0.34384584426879883	Parallel	
494	3.1397667153	100000.0	7283686	-0.0018259383	0.363018274307251	Parallel	
495	3.1457422379	100000.0	6239146	0.0041495843	0.3491628170013428	Parallel	
496	3.156366391	100000.0	4932770	0.0147737374	0.34047794342041016	Parallel	
497	3.132047106	100000.0	8846981	-0.0095455476	0.333996057510376	Parallel	
498	3.1427269442	100000.0	9612393	0.0011342906	0.3461880683898926	Parallel	
499	3.1408514848	100000.0	6045033	-0.0007411688	0.33370184898376465	Parallel	
500	3.1485650415	100000.0	6635328	0.0069723879	0.3313741683959961	Parallel	
501	3.15000315	100000.0	7684192	0.0084104964	0.340958833694458	Parallel	
502	3.1428751021	100000.0	6333601	0.0012824486	0.3497748374938965	Parallel	
503	3.1328811542	100000.0	801069	-0.0087114994	0.33959007263183594	Parallel	
504	3.1429738819	100000.0	8762212	0.0013812283	0.3391849994659424	Parallel	
