Experiment	ID	RunTime	IsCensored	OFTol	Error	CntProbe	Sig Figs	CntProbeLmt	Pi Hat	SeedInit	
Parallel	115	0.0009832382202148438	False	0.005	-0.0043377516	160.0	2	15625000000	3.137254902	6103878	
Parallel	116	8.368492126464844e-05	False	0.005	0.0012644893	11.0	2	15625000000	3.1428571429	6594158	
Parallel	117	0.00040793418884277344	False	0.005	0.0012644893	66.0	2	15625000000	3.1428571429	8753757	
Parallel	118	0.0008158683776855469	False	0.005	-0.0020577699	135.0	2	15625000000	3.1395348837	6179073	
Parallel	119	0.0005795955657958984	False	0.005	0.0012644893	99.0	2	15625000000	3.1428571429	2820220	
Parallel	120	0.0003540515899658203	False	0.005	-0.0064575185	58.0	2	15625000000	3.1351351351	2732958	
Parallel	121	0.0009505748748779297	False	0.005	-0.0015926536	157.0	2	15625000000	3.14	3825240	
Parallel	122	0.0014057159423828125	False	0.005	0.0031441885	239.0	2	15625000000	3.1447368421	3935774	
Parallel	123	8.535385131835938e-05	False	0.005	0.0012644893	11.0	2	15625000000	3.1428571429	6575876	
Parallel	124	0.0012848377227783203	False	0.005	0.0033348826	217.0	2	15625000000	3.1449275362	8476272	
Parallel	125	0.0040585994720458984	False	0.005	0.0032349326	684.0	2	15625000000	3.1448275862	4805910	
Parallel	126	0.027321577072143555	False	0.005	-0.0064031199	4673.0	2	15625000000	3.1351895337	1875430	
Parallel	127	0.00020456314086914062	False	0.005	0.0012644893	33.0	2	15625000000	3.1428571429	7894948	
Parallel	128	0.0006124973297119141	False	0.005	-0.0031311151	102.0	2	15625000000	3.1384615385	9174895	
Parallel	129	0.00014209747314453125	False	0.005	0.0012644893	22.0	2	15625000000	3.1428571429	6048156	
Parallel	130	0.02722311019897461	False	0.005	0.0033348826	4557.0	2	15625000000	3.1449275362	5506702	
Parallel	131	0.0005168914794921875	False	0.005	0.0012644893	88.0	2	15625000000	3.1428571429	5518308	
Parallel	132	8.058547973632812e-05	False	0.005	0.0012644893	11.0	2	15625000000	3.1428571429	3645562	
Parallel	133	0.00026869773864746094	False	0.005	0.0012644893	44.0	2	15625000000	3.1428571429	7335701	
Parallel	134	0.000164031982421875	False	0.005	0.0012644893	22.0	2	15625000000	3.1428571429	6593805	
Parallel	135	0.013197183609008789	False	0.005	-0.0064575185	2262.0	2	15625000000	3.1351351351	882192	
Parallel	136	8.487701416015625e-05	False	0.005	0.0012644893	11.0	2	15625000000	3.1428571429	5302630	
Parallel	137	0.0002818107604980469	False	0.005	0.0012644893	44.0	2	15625000000	3.1428571429	3584034	
Parallel	138	0.00027441978454589844	False	0.005	0.0012644893	44.0	2	15625000000	3.1428571429	267640	
Parallel	139	0.00026535987854003906	False	0.005	0.0012644893	44.0	2	15625000000	3.1428571429	2464307	
Parallel	140	8.368492126464844e-05	False	0.005	0.0012644893	11.0	2	15625000000	3.1428571429	8442161	
Parallel	141	0.00020503997802734375	False	0.005	0.0012644893	33.0	2	15625000000	3.1428571429	1905336	
Parallel	142	0.00021958351135253906	False	0.005	0.0012644893	33.0	2	15625000000	3.1428571429	4394713	
Parallel	143	0.013236522674560547	False	0.005	0.0032836715	2225.0	2	15625000000	3.1448763251	1726073	
Parallel	144	0.0022897720336914062	False	0.005	-0.0032527326	397.0	2	15625000000	3.1383399209	6311623	
Parallel	145	0.008219718933105469	False	0.005	0.0031884912	1401.0	2	15625000000	3.1447811448	2241636	
Parallel	146	0.001653432846069336	False	0.005	-0.0052290172	276.0	2	15625000000	3.1363636364	9559937	
Parallel	147	0.0002048015594482422	False	0.005	0.0012644893	33.0	2	15625000000	3.1428571429	487924	
Parallel	148	0.00019931793212890625	False	0.005	0.0012644893	33.0	2	15625000000	3.1428571429	9756934	
Parallel	149	7.390975952148438e-05	False	0.005	0.0012644893	11.0	2	15625000000	3.1428571429	9218452	
Parallel	150	0.010349273681640625	False	0.005	0.0030502036	1761.0	2	15625000000	3.1446428571	7276921	
Parallel	151	7.939338684082031e-05	False	0.005	0.0012644893	11.0	2	15625000000	3.1428571429	5893291	
Parallel	152	0.00030231475830078125	False	0.005	0.0012644893	44.0	2	15625000000	3.1428571429	5597672	
Parallel	153	0.00034308433532714844	False	0.005	0.0012644893	55.0	2	15625000000	3.1428571429	9472184	
Parallel	154	0.0002079010009765625	False	0.005	0.0012644893	33.0	2	15625000000	3.1428571429	2655556	
Parallel	155	0.0003330707550048828	False	0.005	0.0012644893	55.0	2	15625000000	3.1428571429	6339836	
Parallel	156	0.0010864734649658203	False	0.005	-0.0059994333	185.0	2	15625000000	3.1355932203	3479439	
Parallel	157	7.82012939453125e-05	False	0.005	0.0012644893	11.0	2	15625000000	3.1428571429	9053787	
Parallel	158	0.16732287406921387	False	0.005	0.003360659	28292.0	2	15625000000	3.1449533126	292470	
Parallel	159	0.0002090930938720703	False	0.005	0.0012644893	33.0	2	15625000000	3.1428571429	2821991	
Parallel	160	0.00035452842712402344	False	0.005	-0.0064575185	58.0	2	15625000000	3.1351351351	5506737	
Parallel	161	0.00021004676818847656	False	0.005	0.0012644893	33.0	2	15625000000	3.1428571429	7834560	
Parallel	162	0.0006763935089111328	False	0.005	-0.0064575185	116.0	2	15625000000	3.1351351351	2696658	
Parallel	163	0.00014495849609375	False	0.005	0.0012644893	22.0	2	15625000000	3.1428571429	1120565	
Parallel	164	0.00039839744567871094	False	0.005	0.0012644893	66.0	2	15625000000	3.1428571429	3606347	
Parallel	165	0.0010652542114257812	False	0.005	0.0012644893	176.0	2	15625000000	3.1428571429	4416487	
Parallel	166	0.00014591217041015625	False	0.005	0.0012644893	22.0	2	15625000000	3.1428571429	8338377	
Parallel	167	7.939338684082031e-05	False	0.005	0.0012644893	11.0	2	15625000000	3.1428571429	9992318	
Parallel	168	0.0003268718719482422	False	0.005	0.0012644893	55.0	2	15625000000	3.1428571429	5060295	
Parallel	169	0.00014090538024902344	False	0.005	0.0012644893	22.0	2	15625000000	3.1428571429	5617206	
Parallel	170	0.0006093978881835938	False	0.005	-0.0031311151	102.0	2	15625000000	3.1384615385	3028572	
Parallel	171	0.00014448165893554688	False	0.005	0.0012644893	22.0	2	15625000000	3.1428571429	2011781	
Parallel	172	8.082389831542969e-05	False	0.005	0.0012644893	11.0	2	15625000000	3.1428571429	1820403	
Parallel	173	0.004618406295776367	False	0.005	0.0012644893	781.0	2	15625000000	3.1428571429	9848993	
Parallel	174	0.00162506103515625	False	0.005	0.0029160169	272.0	2	15625000000	3.1445086705	6019387	
Parallel	175	0.0002110004425048828	False	0.005	0.0012644893	33.0	2	15625000000	3.1428571429	5637669	
Parallel	176	0.00579380989074707	False	0.005	-0.0037162669	990.0	2	15625000000	3.1378763867	7153890	
Parallel	177	0.0002067089080810547	False	0.005	0.0012644893	33.0	2	15625000000	3.1428571429	6140190	
Parallel	178	0.012170791625976562	False	0.005	0.0032349326	2052.0	2	15625000000	3.1448275862	6783990	
Parallel	179	0.0007898807525634766	False	0.005	-0.0057901845	127.0	2	15625000000	3.1358024691	1505713	
Parallel	180	0.00038933753967285156	False	0.005	0.0012644893	66.0	2	15625000000	3.1428571429	288287	
Parallel	181	0.0005795955657958984	False	0.005	0.0012644893	99.0	2	15625000000	3.1428571429	3546726	
Parallel	182	0.00014591217041015625	False	0.005	0.0012644893	22.0	2	15625000000	3.1428571429	6604842	
Parallel	183	0.00014019012451171875	False	0.005	0.0012644893	22.0	2	15625000000	3.1428571429	3477744	
Parallel	184	0.0004725456237792969	False	0.005	-0.0043377516	80.0	2	15625000000	3.137254902	4342578	
Parallel	185	0.00015115737915039062	False	0.005	0.0012644893	22.0	2	15625000000	3.1428571429	2636250	
Parallel	186	0.0008480548858642578	False	0.005	0.0012644893	143.0	2	15625000000	3.1428571429	2207138	
Parallel	187	8.20159912109375e-05	False	0.005	0.0012644893	11.0	2	15625000000	3.1428571429	2382054	
Parallel	188	0.0003147125244140625	False	0.005	0.0012644893	44.0	2	15625000000	3.1428571429	3143828	
Parallel	189	8.630752563476562e-05	False	0.005	0.0012644893	11.0	2	15625000000	3.1428571429	331690	
Parallel	190	0.0005154609680175781	False	0.005	0.0012644893	88.0	2	15625000000	3.1428571429	9842985	
Parallel	191	0.0002033710479736328	False	0.005	0.0012644893	33.0	2	15625000000	3.1428571429	7338603	
Parallel	192	8.440017700195312e-05	False	0.005	0.0012644893	11.0	2	15625000000	3.1428571429	5443392	
Parallel	193	8.368492126464844e-05	False	0.005	0.0012644893	11.0	2	15625000000	3.1428571429	135386	
Parallel	194	0.0010309219360351562	False	0.005	0.0012644893	176.0	2	15625000000	3.1428571429	9938881	
Parallel	195	7.677078247070312e-05	False	0.005	0.0012644893	11.0	2	15625000000	3.1428571429	5568950	
Parallel	196	0.0008931159973144531	False	0.005	-0.0047505483	149.0	2	15625000000	3.1368421053	4878941	
Parallel	197	0.0013191699981689453	False	0.005	-0.0007475832	223.0	2	15625000000	3.1408450704	5284031	
Parallel	198	0.00041484832763671875	False	0.005	0.0012644893	66.0	2	15625000000	3.1428571429	1508810	
Parallel	199	0.005353689193725586	False	0.005	-0.0047505483	894.0	2	15625000000	3.1368421053	5741109	
Parallel	200	0.00011873245239257812	False	0.005	0.0012644893	11.0	2	15625000000	3.1428571429	7089096	
Parallel	201	0.012542247772216797	False	0.0005	0.0006328438	2132.0	3	15625000000	3.1422254974	7551529	
Parallel	202	0.0034461021423339844	False	0.0005	0.0004984992	586.0	3	15625000000	3.1420911528	1865597	
Parallel	203	0.16670680046081543	False	0.0005	0.0008470834	27963.0	3	15625000000	3.142439737	2672715	
Parallel	204	0.0019276142120361328	False	0.0005	-8.32196e-05	333.0	3	15625000000	3.141509434	7322303	
Parallel	205	0.001943349838256836	False	0.0005	-8.32196e-05	333.0	3	15625000000	3.141509434	9347671	
Parallel	206	0.002377748489379883	False	0.0005	0.0001697985	410.0	3	15625000000	3.1417624521	8623061	
Parallel	207	0.0024843215942382812	False	0.0005	0.0001983912	421.0	3	15625000000	3.1417910448	3788706	
Parallel	208	0.014606714248657227	False	0.0005	0.000905777	2503.0	3	15625000000	3.1424984306	2233993	
Parallel	209	0.023346424102783203	False	0.0005	0.0005874412	3978.0	3	15625000000	3.1421800948	4494584	
Parallel	210	0.0019674301147460938	False	0.0005	-8.32196e-05	333.0	3	15625000000	3.141509434	4022536	
Parallel	211	0.004491329193115234	False	0.0005	9.11246e-05	765.0	3	15625000000	3.1416837782	3616688	
Parallel	212	0.0019457340240478516	False	0.0005	-8.32196e-05	333.0	3	15625000000	3.141509434	8163581	
Parallel	213	0.00422358512878418	False	0.0005	0.0006487257	729.0	3	15625000000	3.1422413793	8109512	
Parallel	214	0.01544952392578125	False	0.0005	0.0004049397	2611.0	3	15625000000	3.1419975933	5032170	
Parallel	215	0.0023894309997558594	False	0.0005	0.0001697985	410.0	3	15625000000	3.1417624521	8698417	
Parallel	216	0.002537965774536133	False	0.0005	0.0002255282	432.0	3	15625000000	3.1418181818	9536880	
Parallel	217	0.010498046875	False	0.0005	0.0005126096	1791.0	3	15625000000	3.1421052632	4212147	
Parallel	218	0.0021505355834960938	False	0.0005	3.82477e-05	366.0	3	15625000000	3.1416309013	4727384	
Parallel	219	0.018922090530395508	False	0.0005	2.668e-07	3195.0	3	15625000000	3.1415929204	2954	
Parallel	220	0.009663105010986328	False	0.0005	0.0007113154	1623.0	3	15625000000	3.142303969	4326845	
Parallel	221	0.01191258430480957	False	0.0005	0.0005984886	2022.0	3	15625000000	3.1421911422	9886636	
Parallel	222	0.004632711410522461	False	0.0005	0.0006837692	773.0	3	15625000000	3.1422764228	4915147	
Parallel	223	0.010240793228149414	False	0.0005	0.0004838491	1725.0	3	15625000000	3.1420765027	1119537	
Parallel	224	0.008795022964477539	False	0.0005	0.0003697681	1505.0	3	15625000000	3.1419624217	3847572	
Parallel	225	0.14219260215759277	False	0.0005	-5.92115e-05	24072.0	3	15625000000	3.1415334421	5912834	
Parallel	226	0.11165213584899902	False	0.0005	-6.05625e-05	18967.0	3	15625000000	3.1415320911	5944786	
Parallel	227	0.0020220279693603516	False	0.0005	-4.01422e-05	344.0	3	15625000000	3.1415525114	2033098	
Parallel	228	0.002288341522216797	False	0.0005	0.0001077513	388.0	3	15625000000	3.1417004049	2614503	
Parallel	229	0.0019505023956298828	False	0.0005	-8.32196e-05	333.0	3	15625000000	3.141509434	466530	
Parallel	230	0.002458333969116211	False	0.0005	0.0001983912	421.0	3	15625000000	3.1417910448	2593601	
Parallel	231	0.001992464065551758	False	0.0005	-8.32196e-05	333.0	3	15625000000	3.141509434	8319767	
Parallel	232	0.0020771026611328125	False	0.0005	2.668e-07	355.0	3	15625000000	3.1415929204	5338709	
Parallel	233	0.17058229446411133	False	0.0005	0.0008578008	28700.0	3	15625000000	3.1424504544	9389216	
Parallel	234	0.00484156608581543	False	0.0005	0.0007150387	817.0	3	15625000000	3.1423076923	5127452	
Parallel	235	0.05855965614318848	False	0.0005	0.0008078578	9831.0	3	15625000000	3.1424005114	2814402	
Parallel	236	0.03551006317138672	False	0.0005	0.0008148995	5991.0	3	15625000000	3.1424075531	6515257	
Parallel	237	0.006478548049926758	False	0.0005	0.0008533896	1092.0	3	15625000000	3.1424460432	9661656	
Parallel	238	0.005895137786865234	False	0.0005	0.0008073464	982.0	3	15625000000	3.1424	7034770	
Parallel	239	0.002171039581298828	False	0.0005	3.82477e-05	366.0	3	15625000000	3.1416309013	1541498	
Parallel	240	0.07865118980407715	False	0.0005	0.0008540785	13126.0	3	15625000000	3.1424467321	6880993	
Parallel	241	0.007714748382568359	False	0.0005	0.0005874412	1326.0	3	15625000000	3.1421800948	936631	
Parallel	242	0.004006147384643555	False	0.0005	0.0005984886	674.0	3	15625000000	3.1421911422	1025019	
Parallel	243	0.00535893440246582	False	0.0005	0.0007684575	905.0	3	15625000000	3.1423611111	9524176	
Parallel	244	0.41335058212280273	False	0.0005	-7.73123e-05	70238.0	3	15625000000	3.1415153413	7032049	
Parallel	245	0.006551265716552734	False	0.0005	6.23254e-05	1120.0	3	15625000000	3.141654979	8712283	
Parallel	246	0.0026521682739257812	False	0.0005	0.000251318	443.0	3	15625000000	3.1418439716	4540403	
Parallel	247	0.0036742687225341797	False	0.0005	0.0005393261	619.0	3	15625000000	3.1421319797	7376272	
Parallel	248	0.8833408355712891	False	0.0005	-8.90404e-05	150200.0	3	15625000000	3.1415036131	4981929	
Parallel	249	0.0024459362030029297	False	0.0005	0.0001697985	410.0	3	15625000000	3.1417624521	8497023	
Parallel	250	0.28250694274902344	False	0.0005	0.0008764577	47434.0	3	15625000000	3.1424691113	6063582	
Parallel	251	0.08686614036560059	False	0.0005	0.0008645446	14592.0	3	15625000000	3.1424571982	2991562	
Parallel	252	0.0019884109497070312	False	0.0005	-4.01422e-05	344.0	3	15625000000	3.1415525114	6135625	
Parallel	253	0.014075517654418945	False	0.0005	0.0003082835	2347.0	3	15625000000	3.1419009371	9665915	
Parallel	254	1.6020522117614746	False	0.0005	0.0009048877	268407.0	3	15625000000	3.1424975413	4350143	
Parallel	255	0.005792856216430664	False	0.0005	0.0003531199	985.0	3	15625000000	3.1419457735	4781662	
Parallel	256	0.007073163986206055	False	0.0005	0.0008910065	1202.0	3	15625000000	3.1424836601	3937677	
Parallel	257	0.00788736343383789	False	0.0005	0.000251318	1329.0	3	15625000000	3.1418439716	3329280	
