sampleId	piHat	numThrows	numThrowsLmt	isCensored	seedInit	OFerror	signifDigits	runtime	solverName	
87	3.1	22.0	400	FALSE	8261380	0.0012644892671427321	2	0.00010609626770019531	Needles1	
88	3.1	11.0	400	FALSE	7586781	0.0012644892671427321	2	5.888938903808594e-05	Needles1	
89	3.1	11.0	400	FALSE	3558998	0.0012644892671427321	2	6.29425048828125e-05	Needles1	
90	3.1	22.0	400	FALSE	9294087	0.0012644892671427321	2	0.00010609626770019531	Needles1	
91	3.1	11.0	400	FALSE	3626643	0.0012644892671427321	2	5.1975250244140625e-05	Needles1	
92	3.1	11.0	400	FALSE	4309785	0.0012644892671427321	2	8.702278137207031e-05	Needles1	
93	3.1	33.0	400	FALSE	7764203	0.0012644892671427321	2	0.0001552104949951172	Needles1	
94	3.1	391.0	400	FALSE	6093673	0.0010304045940161544	2	0.0019178390502929688	Needles1	
95	3.1	33.0	400	FALSE	637165	0.0012644892671427321	2	0.00015592575073242188	Needles1	
96	3.1	77.0	400	FALSE	4496403	0.0012644892671427321	2	0.00036907196044921875	Needles1	
97	3.1	22.0	400	FALSE	4893448	0.0012644892671427321	2	0.00010609626770019531	Needles1	
98	3.1	11.0	400	FALSE	8039862	0.0012644892671427321	2	5.698204040527344e-05	Needles1	
99	3.1	44.0	400	FALSE	1379444	0.0012644892671427321	2	0.0002219676971435547	Needles1	
