ID	Pi Hat	CntProbe	SeedInit	Error	RunTime	Experiment	
387	3.1108	10000.0	863977	-0.0307926	0.02978682518005371	Dart	
388	3.1408	10000.0	3053733	-0.0007926	0.022570133209228516	Dart	
389	3.1488	10000.0	5178893	0.0072074	0.029196739196777344	Dart	
390	3.1564	10000.0	8338021	0.0148074	0.02716207504272461	Dart	
391	3.1452	10000.0	7985117	0.0036074	0.034075021743774414	Dart	
392	3.1368	10000.0	4987589	-0.0047926	0.03359794616699219	Dart	
393	3.1276	10000.0	6448893	-0.0139926	0.03902482986450195	Dart	
394	3.1432	10000.0	9994915	0.0016074	0.05144095420837402	Dart	
395	3.1244	10000.0	4672308	-0.0171926	0.025142908096313477	Dart	
396	3.15	10000.0	6191372	0.0084074	0.02544689178466797	Dart	
397	3.132	10000.0	3396759	-0.0095926	0.026875972747802734	Dart	
398	3.1368	10000.0	2298045	-0.0047926	0.025445222854614258	Dart	
399	3.168	10000.0	4219450	0.0264074	0.02945089340209961	Dart	
400	3.13936	100000.0	3129228	-0.0022326	0.2331559658050537	Dart	
401	3.13604	100000.0	2950017	-0.0055526	0.22193098068237305	Dart	
402	3.13992	100000.0	2273950	-0.0016726	0.2660331726074219	Dart	
403	3.14708	100000.0	5440340	0.0054874	0.31510400772094727	Dart	
404	3.1412	100000.0	1664393	-0.0003926	0.36351895332336426	Dart	
405	3.13688	100000.0	327489	-0.0047126	0.2965998649597168	Dart	
406	3.13912	100000.0	1697268	-0.0024726	0.26006603240966797	Dart	
407	3.14808	100000.0	618598	0.0064874	0.2612607479095459	Dart	
408	3.13604	100000.0	8320797	-0.0055526	0.616771936416626	Dart	
409	3.14128	100000.0	4360257	-0.0003126	0.34717893600463867	Dart	
410	3.14448	100000.0	2847874	0.0028874	0.3791358470916748	Dart	
411	3.14228	100000.0	2306295	0.0006874	0.42543697357177734	Dart	
412	3.14228	100000.0	708394	0.0006874	0.28641390800476074	Dart	
413	3.13968	100000.0	3819408	-0.0019126	0.24269986152648926	Dart	
414	3.14424	100000.0	6280674	0.0026474	0.24568510055541992	Dart	
415	3.15028	100000.0	4659161	0.0086874	0.24114108085632324	Dart	
416	3.14836	100000.0	9272846	0.0067674	0.2384331226348877	Dart	
417	3.1424	100000.0	1396410	0.0008074	0.30414605140686035	Dart	
418	3.13764	100000.0	405895	-0.0039526	0.3156731128692627	Dart	
419	3.13724	100000.0	8329282	-0.0043526	0.2670760154724121	Dart	
420	3.14592	100000.0	8541559	0.0043274	0.3477046489715576	Dart	
421	3.14768	100000.0	7272462	0.0060874	0.23621821403503418	Dart	
422	3.1402	100000.0	1240909	-0.0013926	0.25290513038635254	Dart	
423	3.1408	100000.0	7334094	-0.0007926	0.2906770706176758	Dart	
424	3.14852	100000.0	1345575	0.0069274	0.32787418365478516	Dart	
425	3.13768	100000.0	9448987	-0.0039126	0.42606306076049805	Dart	
426	3.14652	100000.0	8839293	0.0049274	0.3225741386413574	Dart	
427	3.14184	100000.0	2360460	0.0002474	0.2490861415863037	Dart	
428	3.14444	100000.0	9335874	0.0028474	0.2645838260650635	Dart	
429	3.14068	100000.0	394430	-0.0009126	0.24156808853149414	Dart	
430	3.14424	100000.0	3992026	0.0026474	0.2676670551300049	Dart	
431	3.14088	100000.0	7568891	-0.0007126	0.23815488815307617	Dart	
432	3.1444	100000.0	231870	0.0028074	0.30803823471069336	Dart	
433	3.14316	100000.0	3593014	0.0015674	0.31325531005859375	Dart	
434	3.143	100000.0	6350753	0.0014074	0.263962984085083	Dart	
435	3.14052	100000.0	6007406	-0.0010726	0.22900819778442383	Dart	
436	3.13736	100000.0	2518896	-0.0042326	0.25127410888671875	Dart	
437	3.13672	100000.0	7178548	-0.0048726	0.24461102485656738	Dart	
438	3.13884	100000.0	9720937	-0.0027526	0.26738882064819336	Dart	
439	3.14176	100000.0	1646336	0.0001674	0.23179292678833008	Dart	
440	3.12904	100000.0	6082611	-0.0125526	0.2637050151824951	Dart	
441	3.14832	100000.0	6865907	0.0067274	0.24142122268676758	Dart	
442	3.14768	100000.0	9985526	0.0060874	0.2451188564300537	Dart	
443	3.14228	100000.0	4733202	0.0006874	0.22690629959106445	Dart	
444	3.13864	100000.0	7939061	-0.0029526	0.23401188850402832	Dart	
445	3.137	100000.0	926950	-0.0045926	0.2139568328857422	Dart	
446	3.13688	100000.0	8929412	-0.0047126	0.25748515129089355	Dart	
447	3.14988	100000.0	1734423	0.0082874	0.22070980072021484	Dart	
448	3.14152	100000.0	6022228	-7.26e-05	0.25920987129211426	Dart	
449	3.13732	100000.0	6000716	-0.0042726	0.2620258331298828	Dart	
450	3.13776	100000.0	2906561	-0.0038326	0.25931286811828613	Dart	
451	3.14268	100000.0	1553165	0.0010874	0.24629497528076172	Dart	
452	3.13636	100000.0	7847281	-0.0052326	0.4649350643157959	Dart	
453	3.14368	100000.0	1913852	0.0020874	0.28307008743286133	Dart	
454	3.1398	100000.0	9378139	-0.0017926	0.3903660774230957	Dart	
455	3.1404	100000.0	3099780	-0.0011926	0.3299520015716553	Dart	
456	3.14144	100000.0	5782230	-0.0001526	0.2932281494140625	Dart	
457	3.13812	100000.0	6179401	-0.0034726	0.23391199111938477	Dart	
458	3.14376	100000.0	8029566	0.0021674	0.2247300148010254	Dart	
459	3.13868	100000.0	1575866	-0.0029126	0.23106598854064941	Dart	
460	3.14492	100000.0	7790985	0.0033274	0.2361128330230713	Dart	
461	3.14216	100000.0	6405598	0.0005674	0.24088692665100098	Dart	
462	3.14036	100000.0	2078225	-0.0012326	0.2374560832977295	Dart	
463	3.13968	100000.0	6001711	-0.0019126	0.23044490814208984	Dart	
464	3.14216	100000.0	3659739	0.0005674	0.2234659194946289	Dart	
465	3.13308	100000.0	7997639	-0.0085126	0.2248220443725586	Dart	
466	3.1456	100000.0	4372378	0.0040074	0.22809600830078125	Dart	
467	3.14288	100000.0	7555796	0.0012874	0.2508211135864258	Dart	
468	3.14208	100000.0	9371578	0.0004874	0.22562193870544434	Dart	
469	3.1376	100000.0	7397516	-0.0039926	0.24298095703125	Dart	
470	3.12968	100000.0	4256895	-0.0119126	0.22718429565429688	Dart	
471	3.15016	100000.0	2793137	0.0085674	0.23366236686706543	Dart	
472	3.14312	100000.0	219868	0.0015274	0.2326960563659668	Dart	
473	3.14516	100000.0	3522647	0.0035674	0.2340869903564453	Dart	
474	3.15064	100000.0	6644357	0.0090474	0.22224783897399902	Dart	
475	3.13508	100000.0	147168	-0.0065126	0.23090696334838867	Dart	
476	3.13636	100000.0	7791647	-0.0052326	0.21225190162658691	Dart	
477	3.13944	100000.0	4884759	-0.0021526	0.23260021209716797	Dart	
478	3.13556	100000.0	5934711	-0.0060326	0.24541592597961426	Dart	
479	3.14244	100000.0	9468408	0.0008474	0.24652433395385742	Dart	
480	3.1452	100000.0	6332067	0.0036074	0.2346818447113037	Dart	
481	3.14392	100000.0	4034463	0.0023274	0.23427510261535645	Dart	
482	3.13908	100000.0	8046496	-0.0025126	0.2290358543395996	Dart	
483	3.1424	100000.0	3965664	0.0008074	0.24567699432373047	Dart	
484	3.14516	100000.0	3554184	0.0035674	0.25211524963378906	Dart	
485	3.14656	100000.0	9304536	0.0049674	0.25551915168762207	Dart	
486	3.14404	100000.0	883208	0.0024474	0.25301098823547363	Dart	
487	3.14476	100000.0	3889850	0.0031674	0.24503087997436523	Dart	
488	3.13364	100000.0	8210927	-0.0079526	0.24207806587219238	Dart	
489	3.14008	100000.0	4642343	-0.0015126	0.25635409355163574	Dart	
490	3.14232	100000.0	463404	0.0007274	0.2521998882293701	Dart	
491	3.14892	100000.0	5954925	0.0073274	0.24070310592651367	Dart	
492	3.15004	100000.0	4014546	0.0084474	0.25166988372802734	Dart	
493	3.14236	100000.0	4499478	0.0007674	0.23884105682373047	Dart	
494	3.1372	100000.0	9148036	-0.0043926	0.23359894752502441	Dart	
495	3.13108	100000.0	1162774	-0.0105126	0.22308993339538574	Dart	
496	3.14308	100000.0	6876326	0.0014874	0.25036001205444336	Dart	
497	3.14392	100000.0	3524589	0.0023274	0.23503899574279785	Dart	
498	3.1364	100000.0	9408290	-0.0051926	0.2347419261932373	Dart	
499	3.12868	100000.0	3196873	-0.0129126	0.23121285438537598	Dart	
