sampleId	piHat	cntProbe	isCensored	seedInit	OFError	signifDigits	runtime	solverName	
1	3.1	22.0	FALSE	8632299	0.0012644892671427321	2	0.00010895729064941406	Needles1	
2	3.1	11.0	FALSE	440197	0.0012644892671427321	2	5.793571472167969e-05	Needles1	
3	3.1	11.0	FALSE	7413347	0.0012644892671427321	2	5.4836273193359375e-05	Needles1	
4	3.1	55.0	FALSE	7338918	0.0012644892671427321	2	0.0002510547637939453	Needles1	
5	3.1	55.0	FALSE	8621947	0.0012644892671427321	2	0.0002541542053222656	Needles1	
6	3.1	44.0	FALSE	1414701	0.0012644892671427321	2	0.0002090930938720703	Needles1	
7	3.1	88.0	FALSE	5775354	0.0012644892671427321	2	0.0003249645233154297	Needles1	
8	3.1	261.0	FALSE	5557720	0.002985659663012008	2	0.001026153564453125	Needles1	
9	3.1	11.0	FALSE	4925713	0.0012644892671427321	2	4.696846008300781e-05	Needles1	
10	3.1	22.0	FALSE	9948661	0.0012644892671427321	2	8.296966552734375e-05	Needles1	
11	3.1	11.0	FALSE	2022265	0.0012644892671427321	2	4.291534423828125e-05	Needles1	
12	3.1	22.0	FALSE	6297063	0.0012644892671427321	2	8.296966552734375e-05	Needles1	
13	3.1	22.0	FALSE	8186226	0.0012644892671427321	2	8.106231689453125e-05	Needles1	
14	3.1	44.0	FALSE	3253236	0.0012644892671427321	2	0.00015783309936523438	Needles1	
15	3.1	11.0	FALSE	7575234	0.0012644892671427321	2	4.410743713378906e-05	Needles1	
16	3.1	11.0	FALSE	2606706	0.0012644892671427321	2	4.315376281738281e-05	Needles1	
17	3.1	55.0	FALSE	6826178	0.0012644892671427321	2	0.00020313262939453125	Needles1	
18	3.1	110.0	FALSE	7044642	0.0012644892671427321	2	0.0003943443298339844	Needles1	
19	3.1	11.0	FALSE	6564059	0.0012644892671427321	2	4.38690185546875e-05	Needles1	
20	3.1	22.0	FALSE	6307932	0.0012644892671427321	2	8.320808410644531e-05	Needles1	
21	3.1	195.0	FALSE	2709962	0.0035686367325804547	2	0.0006988048553466797	Needles1	
22	3.1	11.0	FALSE	7478606	0.0012644892671427321	2	3.600120544433594e-05	Needles1	
23	3.1	113.0	FALSE	9173105	0.002703764701111222	2	0.0003509521484375	Needles1	
24	3.1	11.0	FALSE	7597559	0.0012644892671427321	2	3.695487976074219e-05	Needles1	
25	3.1	11.0	FALSE	1001973	0.0012644892671427321	2	3.790855407714844e-05	Needles1	
26	3.1	11.0	FALSE	8615857	0.0012644892671427321	2	3.790855407714844e-05	Needles1	
27	3.1	55.0	FALSE	4370230	0.0012644892671427321	2	0.0001747608184814453	Needles1	
28	3.1	165.0	FALSE	6619264	0.0012644892671427321	2	0.0005180835723876953	Needles1	
29	3.1	22.0	FALSE	1547298	0.0012644892671427321	2	7.319450378417969e-05	Needles1	
30	3.1	256.0	FALSE	5579970	0.0004883591114723806	2	0.0008378028869628906	Needles1	
31	3.1	113.0	FALSE	8956954	0.002703764701111222	2	0.00035190582275390625	Needles1	
32	3.1	11.0	FALSE	5565143	0.0012644892671427321	2	3.886222839355469e-05	Needles1	
33	3.1	99.0	FALSE	9655381	0.0012644892671427321	2	0.0003120899200439453	Needles1	
34	3.1	22.0	FALSE	8906262	0.0012644892671427321	2	7.200241088867188e-05	Needles1	
35	3.1	184.0	FALSE	2692221	0.0037064917091451655	2	0.000576019287109375	Needles1	
36	3.1	110.0	FALSE	171989	0.0012644892671427321	2	0.0003380775451660156	Needles1	
37	3.1	33.0	FALSE	1506256	0.0012644892671427321	2	0.0001049041748046875	Needles1	
38	3.1	173.0	FALSE	112269	0.0038618918645454414	2	0.0005409717559814453	Needles1	
39	3.1	22.0	FALSE	2378243	0.0012644892671427321	2	7.295608520507812e-05	Needles1	
40	3.1	11.0	FALSE	7433941	0.0012644892671427321	2	3.886222839355469e-05	Needles1	
41	3.1	11.0	FALSE	3723693	0.0012644892671427321	2	3.790855407714844e-05	Needles1	
42	3.1	33.0	FALSE	920527	0.0012644892671427321	2	0.00010609626770019531	Needles1	
43	3.1	129.0	FALSE	6182244	0.004748809824634215	2	0.00040078163146972656	Needles1	
