Experiment	Seed	Pi	Error	OFTol	Significant Figures:	ID	CntProbeLmt	CntProbe	IsCensored	RunTime	
Dart	2242798	3.1423290203	0.0007364203	0.0005	3	295	15625000000	541.0	False	0.0010824203491210938	
Dart	1440522	3.1421551422	0.0005625422	0.0005	3	296	15625000000	5698.0	False	0.011928081512451172	
Dart	2159750	3.1416781293	8.55293e-05	0.0005	3	297	15625000000	727.0	False	0.0014758110046386719	
Dart	846270	3.1415525114	-4.00886e-05	0.0005	3	298	15625000000	219.0	False	0.0004379749298095703	
Dart	680108	3.1421686747	0.0005760747	0.0005	3	299	15625000000	415.0	False	0.0008566379547119141	
Dart	8127642	3.1417624521	0.0001698521	0.0005	3	300	15625000000	261.0	False	0.0005517005920410156	
Dart	8582415	3.1415525114	-4.00886e-05	5e-05	4	301	15625000000	1533.0	False	0.0030896663665771484	
Dart	2567381	3.1416309013	3.83013e-05	5e-05	4	302	15625000000	466.0	False	0.0009095668792724609	
Dart	5698321	3.1415525114	-4.00886e-05	5e-05	4	303	15625000000	219.0	False	0.00043392181396484375	
Dart	2747123	3.1415899011	-2.6989e-06	5e-05	4	304	15625000000	2931.0	False	0.0059871673583984375	
Dart	1316880	3.1416296721	3.70721e-05	5e-05	4	305	15625000000	13966.0	False	0.028846263885498047	
Dart	4395433	3.1415929204	3.204e-07	5e-05	4	306	15625000000	452.0	False	0.0009098052978515625	
Dart	7268719	3.1416076966	1.50966e-05	5e-05	4	307	15625000000	12577.0	False	0.025983095169067383	
Dart	7874022	3.1415525114	-4.00886e-05	5e-05	4	308	15625000000	1752.0	False	0.0036127567291259766	
Dart	2606262	3.1415525114	-4.00886e-05	5e-05	4	309	15625000000	438.0	False	0.000946044921875	
Dart	4012075	3.1415929204	3.204e-07	5e-05	4	310	15625000000	452.0	False	0.0009407997131347656	
Dart	674335	3.1415929204	3.204e-07	5e-05	4	311	15625000000	452.0	False	0.0009419918060302734	
Dart	152595	3.1416430595	5.04595e-05	5e-05	4	312	15625000000	1412.0	False	0.002880096435546875	
Dart	2046663	3.1416497081	5.71081e-05	5e-05	4	313	15625000000	1884988.0	False	3.889411687850952	
Dart	4719144	3.1416309013	3.83013e-05	5e-05	4	314	15625000000	233.0	False	0.00047397613525390625	
Dart	6205316	3.1416309013	3.83013e-05	5e-05	4	315	15625000000	3262.0	False	0.006654500961303711	
Dart	8381078	3.1416058394	1.32394e-05	5e-05	4	316	15625000000	1370.0	False	0.002753019332885742	
Dart	4098361	3.1415885545	-4.0455e-06	5e-05	4	317	15625000000	4054.0	False	0.008399009704589844	
Dart	6844084	3.1415929204	3.204e-07	5e-05	4	318	15625000000	2260.0	False	0.00461125373840332	
Dart	7304241	3.1415759129	-1.66871e-05	5e-05	4	319	15625000000	1561.0	False	0.003119945526123047	
Dart	2921454	3.1416309013	3.83013e-05	5e-05	4	320	15625000000	466.0	False	0.0009386539459228516	
Dart	4275280	3.1415525114	-4.00886e-05	5e-05	4	321	15625000000	876.0	False	0.0017964839935302734	
Dart	8362945	3.1415525114	-4.00886e-05	5e-05	4	322	15625000000	438.0	False	0.0008630752563476562	
Dart	1689253	3.1415525114	-4.00886e-05	5e-05	4	323	15625000000	1095.0	False	0.002164602279663086	
Dart	8067539	3.1415895551	-3.0449e-06	5e-05	4	324	15625000000	7889.0	False	0.01628565788269043	
Dart	6797313	3.1416454623	5.28623e-05	5e-05	4	325	15625000000	1179.0	False	0.0024673938751220703	
Dart	8325690	3.1415765885	-1.60115e-05	5e-05	4	326	15625000000	3793.0	False	0.007660865783691406	
Dart	8957291	3.1415826863	-9.9137e-06	5e-05	4	327	15625000000	6053.0	False	0.012042999267578125	
Dart	2841193	3.1416309013	3.83013e-05	5e-05	4	328	15625000000	699.0	False	0.0014221668243408203	
Dart	5196557	3.1416309013	3.83013e-05	5e-05	4	329	15625000000	233.0	False	0.0004718303680419922	
Dart	5771011	3.1416309013	3.83013e-05	5e-05	4	330	15625000000	233.0	False	0.00047779083251953125	
Dart	1692190	3.1415525114	-4.00886e-05	5e-05	4	331	15625000000	1752.0	False	0.0035085678100585938	
Dart	3128388	3.1416018925	9.2925e-06	5e-05	4	332	15625000000	2959.0	False	0.00585174560546875	
Dart	1873506	3.1415525114	-4.00886e-05	5e-05	4	333	15625000000	876.0	False	0.0017933845520019531	
Dart	3801143	3.1415797317	-1.28683e-05	5e-05	4	334	15625000000	671.0	False	0.0013358592987060547	
Dart	1059469	3.1415525114	-4.00886e-05	5e-05	4	335	15625000000	219.0	False	0.00044417381286621094	
Dart	2796719	3.1415929204	3.204e-07	5e-05	4	336	15625000000	904.0	False	0.001811981201171875	
Dart	7348115	3.1415584983	-3.41017e-05	5e-05	4	337	15625000000	45762.0	False	0.0918729305267334	
Dart	8504484	3.1416102333	1.76333e-05	5e-05	4	338	15625000000	6645.0	False	0.013418912887573242	
Dart	1305086	3.1416143064	2.17064e-05	5e-05	4	339	15625000000	2069.0	False	0.004179716110229492	
Dart	8950560	3.1416272966	3.46966e-05	5e-05	4	340	15625000000	9525.0	False	0.01963973045349121	
Dart	2843619	3.1415525114	-4.00886e-05	5e-05	4	341	15625000000	1314.0	False	0.002611398696899414	
Dart	7541903	3.1416490486	5.64486e-05	5e-05	4	342	15625000000	2838.0	False	0.005833148956298828	
Dart	2029230	3.1415896488	-2.9512e-06	5e-05	4	343	15625000000	5410.0	False	0.010929346084594727	
Dart	3892871	3.1415712414	-2.13586e-05	5e-05	4	344	15625000000	17553.0	False	0.03524613380432129	
Dart	7004967	3.1415525114	-4.00886e-05	5e-05	4	345	15625000000	7227.0	False	0.014963865280151367	
Dart	3278535	3.1416309013	3.83013e-05	5e-05	4	346	15625000000	3728.0	False	0.007391452789306641	
Dart	2437101	3.1415525114	-4.00886e-05	5e-05	4	347	15625000000	1095.0	False	0.0021843910217285156	
Dart	8099915	3.1416406472	4.80472e-05	5e-05	4	348	15625000000	3523.0	False	0.007429361343383789	
Dart	4187266	3.1415525114	-4.00886e-05	5e-05	4	349	15625000000	438.0	False	0.0008749961853027344	
Dart	3186126	3.1415867997	-5.8003e-06	5e-05	4	350	15625000000	10121.0	False	0.021484375	
Dart	4244337	3.1415797317	-1.28683e-05	5e-05	4	351	15625000000	671.0	False	0.001348257064819336	
Dart	6689109	3.1415897026	-2.8974e-06	5e-05	4	352	15625000000	27502.0	False	0.0566563606262207	
Dart	3918767	3.1415525114	-4.00886e-05	5e-05	4	353	15625000000	1095.0	False	0.002192258834838867	
Dart	3069087	3.1415525114	-4.00886e-05	5e-05	4	354	15625000000	219.0	False	0.0004417896270751953	
Dart	8900528	3.1416309013	3.83013e-05	5e-05	4	355	15625000000	466.0	False	0.0009100437164306641	
Dart	1527966	3.1415628539	-2.97461e-05	5e-05	4	356	15625000000	1766.0	False	0.003635883331298828	
Dart	1268385	3.141610472	1.7872e-05	5e-05	4	357	15625000000	2521.0	False	0.005173444747924805	
Dart	1518722	3.1415662651	-2.63349e-05	5e-05	4	358	15625000000	2656.0	False	0.005457878112792969	
Dart	1360827	3.1416414433	4.88433e-05	5e-05	4	359	15625000000	229615.0	False	0.4799635410308838	
Dart	7528876	3.1416309013	3.83013e-05	5e-05	4	360	15625000000	699.0	False	0.0014717578887939453	
Dart	2354140	3.1416184971	2.58971e-05	5e-05	4	361	15625000000	1384.0	False	0.002782583236694336	
Dart	6855077	3.1415525114	-4.00886e-05	5e-05	4	362	15625000000	219.0	False	0.0004413127899169922	
Dart	4479979	3.1415954579	2.8579e-06	5e-05	4	363	15625000000	17437.0	False	0.035362958908081055	
Dart	225885	3.1415525114	-4.00886e-05	5e-05	4	364	15625000000	1533.0	False	0.003220796585083008	
Dart	7893972	3.1416058394	1.32394e-05	5e-05	4	365	15625000000	685.0	False	0.001333475112915039	
Dart	4427804	3.1415964701	3.8701e-06	5e-05	4	366	15625000000	2493.0	False	0.005151987075805664	
Dart	4624590	3.1416490486	5.64486e-05	5e-05	4	367	15625000000	2838.0	False	0.005852937698364258	
Dart	2032247	3.1416243655	3.17655e-05	5e-05	4	368	15625000000	7880.0	False	0.016206979751586914	
Dart	178297	3.1416257988	3.31988e-05	5e-05	4	369	15625000000	6729.0	False	0.013708114624023438	
Dart	5326030	3.1415525114	-4.00886e-05	5e-05	4	370	15625000000	219.0	False	0.0004420280456542969	
Dart	990300	3.1416011722	8.5722e-06	5e-05	4	371	15625000000	7507.0	False	0.015360832214355469	
Dart	7827832	3.1415797317	-1.28683e-05	5e-05	4	372	15625000000	671.0	False	0.001402139663696289	
Dart	9509410	3.1416122004	1.96004e-05	5e-05	4	373	15625000000	1836.0	False	0.0037741661071777344	
Dart	5092159	3.1415662651	-2.63349e-05	5e-05	4	374	15625000000	1328.0	False	0.00263214111328125	
Dart	2329061	3.1415525114	-4.00886e-05	5e-05	4	375	15625000000	219.0	False	0.0004668235778808594	
Dart	3655961	3.1415525114	-4.00886e-05	5e-05	4	376	15625000000	1095.0	False	0.0023059844970703125	
Dart	1893352	3.1416226596	3.00596e-05	5e-05	4	377	15625000000	2083.0	False	0.004302978515625	
Dart	1487928	3.1415662651	-2.63349e-05	5e-05	4	378	15625000000	3984.0	False	0.008361577987670898	
Dart	6754728	3.1416309013	3.83013e-05	5e-05	4	379	15625000000	466.0	False	0.0009849071502685547	
Dart	2910561	3.1416184971	2.58971e-05	5e-05	4	380	15625000000	1384.0	False	0.002768993377685547	
Dart	8274813	3.1416340004	4.14004e-05	5e-05	4	381	15625000000	38776.0	False	0.0808265209197998	
Dart	8840594	3.1416454623	5.28623e-05	5e-05	4	382	15625000000	1179.0	False	0.00261688232421875	
Dart	1854089	3.1415525114	-4.00886e-05	5e-05	4	383	15625000000	2409.0	False	0.004822492599487305	
Dart	8887148	3.1415770609	-1.55391e-05	5e-05	4	384	15625000000	2232.0	False	0.0044286251068115234	
Dart	4335930	3.1416241663	3.15663e-05	5e-05	4	385	15625000000	45882.0	False	0.09448885917663574	
Dart	8901673	3.1415525114	-4.00886e-05	5e-05	4	386	15625000000	219.0	False	0.0004374980926513672	
Dart	8713244	3.1415730337	-1.95663e-05	5e-05	4	387	15625000000	13350.0	False	0.027417898178100586	
Dart	9713412	3.1415730337	-1.95663e-05	5e-05	4	388	15625000000	1780.0	False	0.0035758018493652344	
Dart	1433053	3.1416309013	3.83013e-05	5e-05	4	389	15625000000	3262.0	False	0.006650209426879883	
Dart	4358700	3.1416159861	2.33861e-05	5e-05	4	390	15625000000	1151.0	False	0.0022628307342529297	
Dart	2424167	3.141559601	-3.2999e-05	5e-05	4	391	15625000000	77289.0	False	0.15378379821777344	
Dart	8050997	3.1415525114	-4.00886e-05	5e-05	4	392	15625000000	219.0	False	0.0004360675811767578	
Dart	4876713	3.1415662651	-2.63349e-05	5e-05	4	393	15625000000	1328.0	False	0.0026853084564208984	
Dart	3328270	3.1415525114	-4.00886e-05	5e-05	4	394	15625000000	1752.0	False	0.0035791397094726562	
Dart	3167909	3.1415503032	-4.22968e-05	5e-05	4	395	15625000000	2274626.0	False	4.54206395149231	
Dart	3157392	3.141648952	5.6352e-05	5e-05	4	396	15625000000	87498.0	False	0.1801166534423828	
Dart	1550512	3.1415652174	-2.73826e-05	5e-05	4	397	15625000000	11500.0	False	0.02290177345275879	
Dart	8057193	3.1415525114	-4.00886e-05	5e-05	4	398	15625000000	438.0	False	0.0008533000946044922	
Dart	4032277	3.1416309013	3.83013e-05	5e-05	4	399	15625000000	2563.0	False	0.005848407745361328	
Dart	5665761	3.1415929204	3.204e-07	5e-05	4	400	15625000000	2260.0	False	0.004618644714355469	
Dart	7499841	3.1415853774	-7.2226e-06	5e-06	5	401	15625000000	10559.0	False	0.021157026290893555	
Dart	9545547	3.1415938056	1.2056e-06	5e-06	5	402	15625000000	49981.0	False	0.10342693328857422	
Dart	9840282	3.1415929204	3.204e-07	5e-06	5	403	15625000000	452.0	False	0.0009527206420898438	
Dart	7788779	3.1415873016	-5.2984e-06	5e-06	5	404	15625000000	1575.0	False	0.003282785415649414	
Dart	5257828	3.1415929204	3.204e-07	5e-06	5	405	15625000000	452.0	False	0.00090789794921875	
Dart	7594853	3.1415929204	3.204e-07	5e-06	5	406	15625000000	904.0	False	0.0017750263214111328	
Dart	3111256	3.141594369	1.769e-06	5e-06	5	407	15625000000	6109.0	False	0.012264728546142578	
Dart	2254409	3.1415880067	-4.5933e-06	5e-06	5	408	15625000000	3602.0	False	0.007261037826538086	
Dart	4881503	3.1415920234	-5.766e-07	5e-06	5	409	15625000000	720203.0	False	1.4900007247924805	
Dart	9266306	3.1415873016	-5.2984e-06	5e-06	5	410	15625000000	1575.0	False	0.0031981468200683594	
Dart	4645437	3.1415859723	-6.6277e-06	5e-06	5	411	15625000000	3821.0	False	0.007577657699584961	
Dart	3642646	3.141587917	-4.683e-06	5e-06	5	412	15625000000	12381.0	False	0.024558544158935547	
Dart	4606798	3.1415908561	-1.7439e-06	5e-06	5	413	15625000000	4287.0	False	0.008483171463012695	
Dart	662417	3.1415856272	-6.9728e-06	5e-06	5	414	15625000000	24268.0	False	0.04797077178955078	
Dart	313945	3.1415864801	-6.1199e-06	5e-06	5	415	15625000000	12367.0	False	0.024708271026611328	
Dart	8387024	3.1415949584	2.3584e-06	5e-06	5	416	15625000000	16717502.0	False	34.51607036590576	
