Experiment	Seed	Pi	Error	OFTol	Significant Figures:	ID	CntProbeLmt	CntProbe	IsCensored	RunTime	
Dart	2247527	3.1498470948	0.0082544948	0.05	1	33	15625000000	1962.0	False	0.004054546356201172	
Dart	228354	3.1111111111	-0.0304814889	0.05	1	34	15625000000	9.0	False	3.075599670410156e-05	
Dart	9017381	3.1428571429	0.0012645429	0.05	1	35	15625000000	14.0	False	5.626678466796875e-05	
Dart	56047	3.0588235294	-0.0827690706	0.05	1	36	15625000000	17.0	False	4.38690185546875e-05	
Dart	8480938	3.1428571429	0.0012645429	0.05	1	37	15625000000	14.0	False	3.838539123535156e-05	
Dart	9019349	3.1111111111	-0.0304814889	0.05	1	38	15625000000	9.0	False	2.7418136596679688e-05	
Dart	7956165	3.1111111111	-0.0304814889	0.05	1	39	15625000000	18.0	False	4.5299530029296875e-05	
Dart	398651	3.1111111111	-0.0304814889	0.05	1	40	15625000000	9.0	False	3.170967102050781e-05	
Dart	379284	3.1111111111	-0.0304814889	0.05	1	41	15625000000	9.0	False	2.7179718017578125e-05	
Dart	4014695	3.1384615385	-0.0031310615	0.05	1	42	15625000000	65.0	False	0.00014090538024902344	
Dart	239938	3.0769230769	-0.0646695231	0.05	1	43	15625000000	13.0	False	4.100799560546875e-05	
Dart	4118466	3.1111111111	-0.0304814889	0.05	1	44	15625000000	9.0	False	2.8133392333984375e-05	
Dart	208715	3.0588235294	-0.0827690706	0.05	1	45	15625000000	68.0	False	0.00014209747314453125	
Dart	6582649	3.0769230769	-0.0646695231	0.05	1	46	15625000000	13.0	False	3.62396240234375e-05	
Dart	9189361	3.1428571429	0.0012645429	0.05	1	47	15625000000	14.0	False	3.790855407714844e-05	
Dart	2445078	3.1111111111	-0.0304814889	0.05	1	48	15625000000	9.0	False	2.7894973754882812e-05	
Dart	1268845	3.0769230769	-0.0646695231	0.05	1	49	15625000000	13.0	False	3.552436828613281e-05	
Dart	2488092	3.0857142857	-0.0558783143	0.05	1	50	15625000000	35.0	False	8.058547973632812e-05	
Dart	3043921	3.1498380924	0.0082454924	0.05	1	51	15625000000	6794.0	False	0.014118432998657227	
Dart	8463713	3.1111111111	-0.0304814889	0.05	1	52	15625000000	9.0	False	3.0517578125e-05	
Dart	8516132	3.1111111111	-0.0304814889	0.05	1	53	15625000000	9.0	False	3.147125244140625e-05	
Dart	2619400	3.1495016611	0.0079090611	0.05	1	54	15625000000	301.0	False	0.0006213188171386719	
Dart	7981960	3.1111111111	-0.0304814889	0.05	1	55	15625000000	27.0	False	6.508827209472656e-05	
Dart	8007930	3.1111111111	-0.0304814889	0.05	1	56	15625000000	9.0	False	2.765655517578125e-05	
Dart	2950123	3.0588235294	-0.0827690706	0.05	1	57	15625000000	17.0	False	4.792213439941406e-05	
Dart	4858487	3.1428571429	0.0012645429	0.05	1	58	15625000000	28.0	False	8.535385131835938e-05	
Dart	840136	3.0909090909	-0.0506835091	0.05	1	59	15625000000	22.0	False	5.6743621826171875e-05	
Dart	2847116	3.0526315789	-0.0889610211	0.05	1	60	15625000000	38.0	False	8.702278137207031e-05	
Dart	7338542	3.0666666667	-0.0749259333	0.05	1	61	15625000000	30.0	False	6.818771362304688e-05	
Dart	8124548	3.1111111111	-0.0304814889	0.05	1	62	15625000000	9.0	False	2.7894973754882812e-05	
Dart	476691	3.0769230769	-0.0646695231	0.05	1	63	15625000000	13.0	False	3.528594970703125e-05	
Dart	7873443	3.1111111111	-0.0304814889	0.05	1	64	15625000000	9.0	False	3.0279159545898438e-05	
Dart	7798632	3.1111111111	-0.0304814889	0.05	1	65	15625000000	9.0	False	2.8133392333984375e-05	
Dart	22980	3.0769230769	-0.0646695231	0.05	1	66	15625000000	13.0	False	3.5762786865234375e-05	
Dart	6028005	3.0505050505	-0.0910875495	0.05	1	67	15625000000	396.0	False	0.0007648468017578125	
Dart	8338840	3.0588235294	-0.0827690706	0.05	1	68	15625000000	17.0	False	5.3882598876953125e-05	
Dart	946219	3.0508474576	-0.0907451424	0.05	1	69	15625000000	118.0	False	0.00024127960205078125	
Dart	7000750	3.1428571429	0.0012645429	0.05	1	70	15625000000	14.0	False	3.790855407714844e-05	
Dart	487180	3.1111111111	-0.0304814889	0.05	1	71	15625000000	9.0	False	3.0517578125e-05	
Dart	4137939	3.0769230769	-0.0646695231	0.05	1	72	15625000000	13.0	False	3.5762786865234375e-05	
Dart	1791345	3.1111111111	-0.0304814889	0.05	1	73	15625000000	18.0	False	4.5299530029296875e-05	
Dart	9661132	3.1111111111	-0.0304814889	0.05	1	74	15625000000	9.0	False	2.765655517578125e-05	
Dart	184590	3.0769230769	-0.0646695231	0.05	1	75	15625000000	13.0	False	3.552436828613281e-05	
Dart	1774792	3.1111111111	-0.0304814889	0.05	1	76	15625000000	9.0	False	2.7179718017578125e-05	
Dart	8568538	3.1428571429	0.0012645429	0.05	1	77	15625000000	98.0	False	0.00020551681518554688	
Dart	4037343	3.1111111111	-0.0304814889	0.05	1	78	15625000000	9.0	False	2.7894973754882812e-05	
Dart	4339802	3.1484978541	0.0069052541	0.05	1	79	15625000000	1165.0	False	0.0024204254150390625	
Dart	1983348	3.0857142857	-0.0558783143	0.05	1	80	15625000000	35.0	False	8.034706115722656e-05	
Dart	825353	3.1111111111	-0.0304814889	0.05	1	81	15625000000	9.0	False	3.170967102050781e-05	
Dart	502346	3.1111111111	-0.0304814889	0.05	1	82	15625000000	9.0	False	2.7894973754882812e-05	
Dart	1660261	3.1111111111	-0.0304814889	0.05	1	83	15625000000	18.0	False	4.6253204345703125e-05	
Dart	7148881	3.0511627907	-0.0904298093	0.05	1	84	15625000000	215.0	False	0.00043320655822753906	
Dart	7043963	3.0769230769	-0.0646695231	0.05	1	85	15625000000	13.0	False	3.5762786865234375e-05	
Dart	8663937	3.0521327014	-0.0894598986	0.05	1	86	15625000000	211.0	False	0.00042748451232910156	
Dart	2892400	3.1111111111	-0.0304814889	0.05	1	87	15625000000	9.0	False	3.7670135498046875e-05	
Dart	3390017	3.1428571429	0.0012645429	0.05	1	88	15625000000	14.0	False	3.886222839355469e-05	
Dart	4611422	3.1428571429	0.0012645429	0.05	1	89	15625000000	28.0	False	6.580352783203125e-05	
Dart	5939740	3.0769230769	-0.0646695231	0.05	1	90	15625000000	13.0	False	3.62396240234375e-05	
Dart	4948847	3.0769230769	-0.0646695231	0.05	1	91	15625000000	13.0	False	3.552436828613281e-05	
Dart	4066318	3.0588235294	-0.0827690706	0.05	1	92	15625000000	34.0	False	7.605552673339844e-05	
Dart	1194196	3.1489361702	0.0073435702	0.05	1	93	15625000000	329.0	False	0.0006721019744873047	
Dart	2827410	3.0769230769	-0.0646695231	0.05	1	94	15625000000	13.0	False	3.600120544433594e-05	
Dart	9920127	3.1304347826	-0.0111578174	0.05	1	95	15625000000	23.0	False	5.6743621826171875e-05	
Dart	528541	3.0588235294	-0.0827690706	0.05	1	96	15625000000	17.0	False	4.458427429199219e-05	
Dart	7325710	3.1111111111	-0.0304814889	0.05	1	97	15625000000	9.0	False	2.765655517578125e-05	
Dart	2702675	3.0588235294	-0.0827690706	0.05	1	98	15625000000	51.0	False	0.00010895729064941406	
Dart	2223959	3.0769230769	-0.0646695231	0.05	1	99	15625000000	13.0	False	3.647804260253906e-05	
Dart	5888501	3.1428571429	0.0012645429	0.05	1	100	15625000000	28.0	False	6.651878356933594e-05	
Dart	3138976	3.1441860465	0.0025934465	0.005	2	101	15625000000	215.0	False	0.0004487037658691406	
Dart	7899554	3.1428571429	0.0012645429	0.005	2	102	15625000000	42.0	False	9.226799011230469e-05	
Dart	1082820	3.1428571429	0.0012645429	0.005	2	103	15625000000	28.0	False	6.437301635742188e-05	
Dart	3527229	3.1392405063	-0.0023520937	0.005	2	104	15625000000	79.0	False	0.00016570091247558594	
Dart	9144903	3.1428571429	0.0012645429	0.005	2	105	15625000000	14.0	False	3.790855407714844e-05	
Dart	8276934	3.1352380952	-0.0063545048	0.005	2	106	15625000000	1050.0	False	0.002099752426147461	
Dart	1132595	3.1428571429	0.0012645429	0.005	2	107	15625000000	28.0	False	6.771087646484375e-05	
Dart	6327607	3.1364764268	-0.0051161732	0.005	2	108	15625000000	403.0	False	0.00078582763671875	
Dart	135693	3.1428571429	0.0012645429	0.005	2	109	15625000000	14.0	False	4.291534423828125e-05	
Dart	520402	3.1351351351	-0.0064574649	0.005	2	110	15625000000	74.0	False	0.00015616416931152344	
Dart	5068823	3.1428571429	0.0012645429	0.005	2	111	15625000000	14.0	False	3.7670135498046875e-05	
Dart	4581709	3.1428571429	0.0012645429	0.005	2	112	15625000000	28.0	False	6.318092346191406e-05	
Dart	3275126	3.1428571429	0.0012645429	0.005	2	113	15625000000	14.0	False	3.743171691894531e-05	
Dart	6924152	3.1351351351	-0.0064574649	0.005	2	114	15625000000	37.0	False	8.034706115722656e-05	
Dart	4814727	3.1358024691	-0.0057901309	0.005	2	115	15625000000	162.0	False	0.0003211498260498047	
Dart	1677011	3.1351351351	-0.0064574649	0.005	2	116	15625000000	2405.0	False	0.004676342010498047	
Dart	7509596	3.1428571429	0.0012645429	0.005	2	117	15625000000	28.0	False	8.559226989746094e-05	
Dart	446312	3.1428571429	0.0012645429	0.005	2	118	15625000000	14.0	False	3.8623809814453125e-05	
Dart	5881060	3.1363636364	-0.0052289636	0.005	2	119	15625000000	528.0	False	0.0010333061218261719	
Dart	7515341	3.1358428805	-0.0057497195	0.005	2	120	15625000000	611.0	False	0.0011920928955078125	
Dart	1039251	3.1355932203	-0.0059993797	0.005	2	121	15625000000	236.0	False	0.0004668235778808594	
Dart	7723278	3.1428571429	0.0012645429	0.005	2	122	15625000000	56.0	False	0.00012040138244628906	
Dart	1423693	3.1428571429	0.0012645429	0.005	2	123	15625000000	14.0	False	3.743171691894531e-05	
Dart	9600308	3.1428571429	0.0012645429	0.005	2	124	15625000000	14.0	False	3.743171691894531e-05	
Dart	5966383	3.1428571429	0.0012645429	0.005	2	125	15625000000	70.0	False	0.00014352798461914062	
Dart	1282030	3.1428571429	0.0012645429	0.005	2	126	15625000000	84.0	False	0.0001728534698486328	
Dart	226338	3.1365638767	-0.0050287233	0.005	2	127	15625000000	227.0	False	0.0007030963897705078	
Dart	1950160	3.1401869159	-0.0014056841	0.005	2	128	15625000000	107.0	False	0.0002186298370361328	
Dart	1446756	3.1384615385	-0.0031310615	0.005	2	129	15625000000	65.0	False	0.0001399517059326172	
Dart	2735023	3.1428571429	0.0012645429	0.005	2	130	15625000000	14.0	False	3.743171691894531e-05	
Dart	6734109	3.1428571429	0.0012645429	0.005	2	131	15625000000	70.0	False	0.00014638900756835938	
Dart	8776242	3.1363636364	-0.0052289636	0.005	2	132	15625000000	176.0	False	0.00036263465881347656	
Dart	8467734	3.1428571429	0.0012645429	0.005	2	133	15625000000	14.0	False	3.814697265625e-05	
Dart	5261219	3.1428571429	0.0012645429	0.005	2	134	15625000000	28.0	False	6.389617919921875e-05	
Dart	7285958	3.1428571429	0.0012645429	0.005	2	135	15625000000	14.0	False	3.814697265625e-05	
Dart	9290221	3.1428571429	0.0012645429	0.005	2	136	15625000000	28.0	False	6.437301635742188e-05	
Dart	6147295	3.1350857143	-0.0065068857	0.005	2	137	15625000000	8750.0	False	0.018653154373168945	
Dart	8519406	3.1384615385	-0.0031310615	0.005	2	138	15625000000	65.0	False	0.0001423358917236328	
Dart	316619	3.1428571429	0.0012645429	0.005	2	139	15625000000	14.0	False	3.838539123535156e-05	
Dart	4117615	3.1428571429	0.0012645429	0.005	2	140	15625000000	28.0	False	6.437301635742188e-05	
Dart	7865816	3.1428571429	0.0012645429	0.005	2	141	15625000000	84.0	False	0.00017333030700683594	
Dart	4933367	3.1353251318	-0.0062674682	0.005	2	142	15625000000	1138.0	False	0.002301454544067383	
Dart	6084847	3.1428571429	0.0012645429	0.005	2	143	15625000000	14.0	False	3.9577484130859375e-05	
Dart	6212516	3.1416309013	3.83013e-05	0.005	2	144	15625000000	233.0	False	0.0004956722259521484	
Dart	6590322	3.1351351351	-0.0064574649	0.005	2	145	15625000000	222.0	False	0.0004532337188720703	
Dart	9587185	3.1428571429	0.0012645429	0.005	2	146	15625000000	126.0	False	0.00026035308837890625	
Dart	1107722	3.1428571429	0.0012645429	0.005	2	147	15625000000	28.0	False	6.508827209472656e-05	
Dart	6312294	3.1351351351	-0.0064574649	0.005	2	148	15625000000	185.0	False	0.0003666877746582031	
Dart	9160048	3.1428571429	0.0012645429	0.005	2	149	15625000000	98.0	False	0.0001976490020751953	
Dart	5727556	3.1443850267	0.0027924267	0.005	2	150	15625000000	187.0	False	0.0003848075866699219	
Dart	4067159	3.1366906475	-0.0049019525	0.005	2	151	15625000000	139.0	False	0.0002865791320800781	
Dart	4511898	3.1368421053	-0.0047504947	0.005	2	152	15625000000	190.0	False	0.00037169456481933594	
Dart	9059663	3.1428571429	0.0012645429	0.005	2	153	15625000000	28.0	False	6.461143493652344e-05	
Dart	2428422	3.137254902	-0.004337698	0.005	2	154	15625000000	51.0	False	0.0001087188720703125	
Dart	5026029	3.1375464684	-0.0040461316	0.005	2	155	15625000000	269.0	False	0.0007138252258300781	
Dart	6809611	3.1428571429	0.0012645429	0.005	2	156	15625000000	28.0	False	6.842613220214844e-05	
Dart	4151190	3.138121547	-0.003471053	0.005	2	157	15625000000	181.0	False	0.0003712177276611328	
Dart	3619239	3.1368421053	-0.0047504947	0.005	2	158	15625000000	190.0	False	0.00039005279541015625	
Dart	8543663	3.1428571429	0.0012645429	0.005	2	159	15625000000	28.0	False	6.461143493652344e-05	
Dart	1569359	3.1449314985	0.0033388985	0.005	2	160	15625000000	32919.0	False	0.06881952285766602	
Dart	47382	3.1351351351	-0.0064574649	0.005	2	161	15625000000	37.0	False	8.58306884765625e-05	
Dart	4300158	3.1379310345	-0.0036615655	0.005	2	162	15625000000	116.0	False	0.00023984909057617188	
Dart	4766005	3.1428571429	0.0012645429	0.005	2	163	15625000000	14.0	False	6.222724914550781e-05	
Dart	3503634	3.1428571429	0.0012645429	0.005	2	164	15625000000	28.0	False	6.771087646484375e-05	
Dart	7079487	3.1428571429	0.0012645429	0.005	2	165	15625000000	14.0	False	3.886222839355469e-05	
Dart	3372775	3.137254902	-0.004337698	0.005	2	166	15625000000	51.0	False	0.00010943412780761719	
Dart	3285896	3.1428571429	0.0012645429	0.005	2	167	15625000000	42.0	False	9.393692016601562e-05	
Dart	335766	3.1428571429	0.0012645429	0.005	2	168	15625000000	14.0	False	3.7670135498046875e-05	
Dart	8523480	3.1428571429	0.0012645429	0.005	2	169	15625000000	28.0	False	6.461143493652344e-05	
Dart	2637398	3.1428571429	0.0012645429	0.005	2	170	15625000000	14.0	False	3.790855407714844e-05	
Dart	5544050	3.1428571429	0.0012645429	0.005	2	171	15625000000	14.0	False	3.7670135498046875e-05	
Dart	2207847	3.1351351351	-0.0064574649	0.005	2	172	15625000000	74.0	False	0.0001628398895263672	
Dart	8066805	3.1414634146	-0.0001291854	0.005	2	173	15625000000	205.0	False	0.0004467964172363281	
Dart	8154772	3.1428571429	0.0012645429	0.005	2	174	15625000000	28.0	False	6.842613220214844e-05	
Dart	3545807	3.1363636364	-0.0052289636	0.005	2	175	15625000000	528.0	False	0.0010287761688232422	
Dart	5844643	3.135391924	-0.006200676	0.005	2	176	15625000000	1684.0	False	0.0033788681030273438	
Dart	2512709	3.1428571429	0.0012645429	0.005	2	177	15625000000	182.0	False	0.00037384033203125	
Dart	9975805	3.1352282515	-0.0063643485	0.005	2	178	15625000000	1161.0	False	0.002307891845703125	
Dart	4428505	3.1428571429	0.0012645429	0.005	2	179	15625000000	14.0	False	3.9577484130859375e-05	
Dart	4570411	3.1351351351	-0.0064574649	0.005	2	180	15625000000	37.0	False	8.20159912109375e-05	
Dart	9840151	3.1428571429	0.0012645429	0.005	2	181	15625000000	14.0	False	3.695487976074219e-05	
Dart	6177301	3.137254902	-0.004337698	0.005	2	182	15625000000	51.0	False	0.00011014938354492188	
Dart	8204115	3.1446679526	0.0030753526	0.005	2	183	15625000000	3629.0	False	0.007320404052734375	
Dart	6412138	3.1428571429	0.0012645429	0.005	2	184	15625000000	28.0	False	0.00010728836059570312	
Dart	7317609	3.1428571429	0.0012645429	0.005	2	185	15625000000	14.0	False	6.29425048828125e-05	
Dart	4828816	3.1351351351	-0.0064574649	0.005	2	186	15625000000	74.0	False	0.00015592575073242188	
Dart	4014740	3.1351351351	-0.0064574649	0.005	2	187	15625000000	74.0	False	0.00015544891357421875	
Dart	3306404	3.1446099912	0.0030173912	0.005	2	188	15625000000	1141.0	False	0.002338886260986328	
Dart	7498576	3.1448931116	0.0033005116	0.005	2	189	15625000000	421.0	False	0.0008578300476074219	
Dart	8680020	3.1434343434	0.0018417434	0.005	2	190	15625000000	495.0	False	0.0010271072387695312	
Dart	1317758	3.1350030001	-0.0065895999	0.005	2	191	15625000000	89998.0	False	0.18177127838134766	
Dart	2208871	3.1428571429	0.0012645429	0.005	2	192	15625000000	14.0	False	4.5299530029296875e-05	
Dart	6887689	3.1428571429	0.0012645429	0.005	2	193	15625000000	28.0	False	6.628036499023438e-05	
Dart	5681773	3.1355311355	-0.0060614645	0.005	2	194	15625000000	546.0	False	0.0010836124420166016	
Dart	6973115	3.1351351351	-0.0064574649	0.005	2	195	15625000000	37.0	False	8.249282836914062e-05	
Dart	885403	3.137254902	-0.004337698	0.005	2	196	15625000000	204.0	False	0.0004417896270751953	
Dart	8823009	3.1350199734	-0.0065726266	0.005	2	197	15625000000	11265.0	False	0.02223801612854004	
Dart	4178103	3.1445544554	0.0029618554	0.005	2	198	15625000000	505.0	False	0.0010530948638916016	
Dart	8786396	3.1428571429	0.0012645429	0.005	2	199	15625000000	42.0	False	0.0001049041748046875	
Dart	1444755	3.1428571429	0.0012645429	0.005	2	200	15625000000	14.0	False	4.1961669921875e-05	
Dart	1666439	3.1415217798	-7.08202e-05	0.0005	3	201	15625000000	5349.0	False	0.010763168334960938	
Dart	9314107	3.1415356152	-5.69848e-05	0.0005	3	202	15625000000	14053.0	False	0.0282595157623291	
Dart	4396129	3.1418181818	0.0002255818	0.0005	3	203	15625000000	275.0	False	0.0005612373352050781	
Dart	1989729	3.1421686747	0.0005760747	0.0005	3	204	15625000000	415.0	False	0.0008826255798339844	
Dart	5225460	3.1416143064	2.17064e-05	0.0005	3	205	15625000000	2069.0	False	0.004167079925537109	
Dart	4702563	3.1420176298	0.0004250298	0.0005	3	206	15625000000	1021.0	False	0.002074003219604492	
Dart	9610991	3.1416666667	7.40667e-05	0.0005	3	207	15625000000	480.0	False	0.001024484634399414	
Dart	774180	3.141934258	0.000341658	0.0005	3	208	15625000000	5263.0	False	0.01092076301574707	
Dart	6383155	3.1416781293	8.55293e-05	0.0005	3	209	15625000000	727.0	False	0.0014843940734863281	
Dart	8245763	3.142118863	0.000526263	0.0005	3	210	15625000000	1161.0	False	0.0023407936096191406	
Dart	3394994	3.1415525114	-4.00886e-05	0.0005	3	211	15625000000	219.0	False	0.00044655799865722656	
Dart	9336125	3.1421287444	0.0005361444	0.0005	3	212	15625000000	3138.0	False	0.006542682647705078	
Dart	5704081	3.1416309013	3.83013e-05	0.0005	3	213	15625000000	233.0	False	0.00047135353088378906	
Dart	6041681	3.1415525114	-4.00886e-05	0.0005	3	214	15625000000	219.0	False	0.0004353523254394531	
Dart	5238306	3.1416309013	3.83013e-05	0.0005	3	215	15625000000	233.0	False	0.0004646778106689453	
Dart	5666998	3.1415217798	-7.08202e-05	0.0005	3	216	15625000000	10698.0	False	0.02236461639404297	
Dart	1934179	3.1424931925	0.0009005925	0.0005	3	217	15625000000	302239.0	False	0.6217715740203857	
Dart	2410931	3.1422121896	0.0006195896	0.0005	3	218	15625000000	443.0	False	0.0009088516235351562	
Dart	4055089	3.1419141914	0.0003215914	0.0005	3	219	15625000000	303.0	False	0.0006022453308105469	
Dart	4860539	3.1421686747	0.0005760747	0.0005	3	220	15625000000	415.0	False	0.0008356571197509766	
Dart	5567188	3.1418685121	0.0002759121	0.0005	3	221	15625000000	289.0	False	0.0005795955657958984	
Dart	9556312	3.1418181818	0.0002255818	0.0005	3	222	15625000000	1100.0	False	0.002276897430419922	
Dart	1308185	3.1418779986	0.0002853986	0.0005	3	223	15625000000	1459.0	False	0.0030226707458496094	
Dart	7067252	3.1416065911	1.39911e-05	0.0005	3	224	15625000000	7768.0	False	0.01573967933654785	
Dart	2051865	3.1416256158	3.30158e-05	0.0005	3	225	15625000000	3248.0	False	0.0065572261810302734	
Dart	9925203	3.1416309013	3.83013e-05	0.0005	3	226	15625000000	233.0	False	0.0005116462707519531	
Dart	4686554	3.1418685121	0.0002759121	0.0005	3	227	15625000000	289.0	False	0.0005831718444824219	
Dart	6363659	3.142461964	0.000869364	0.0005	3	228	15625000000	723.0	False	0.0015628337860107422	
Dart	9646160	3.1415241058	-6.84942e-05	0.0005	3	229	15625000000	643.0	False	0.0013773441314697266	
Dart	9876351	3.1418685121	0.0002759121	0.0005	3	230	15625000000	289.0	False	0.0005862712860107422	
Dart	225150	3.1421911422	0.0005985422	0.0005	3	231	15625000000	429.0	False	0.0008950233459472656	
Dart	3975389	3.1416194602	2.68602e-05	0.0005	3	232	15625000000	3001.0	False	0.0061686038970947266	
Dart	6863413	3.1415119481	-8.06519e-05	0.0005	3	233	15625000000	11257.0	False	0.02230668067932129	
Dart	5018582	3.1423550088	0.0007624088	0.0005	3	234	15625000000	569.0	False	0.001111745834350586	
Dart	302920	3.1420612813	0.0004686813	0.0005	3	235	15625000000	359.0	False	0.0007102489471435547	
Dart	4042664	3.1415289256	-6.36744e-05	0.0005	3	236	15625000000	7744.0	False	0.015522241592407227	
Dart	795614	3.1415153413	-7.72587e-05	0.0005	3	237	15625000000	19164.0	False	0.03866434097290039	
Dart	5296453	3.1417004049	0.0001078049	0.0005	3	238	15625000000	247.0	False	0.0005028247833251953	
Dart	6425891	3.1421740965	0.0005814965	0.0005	3	239	15625000000	7111.0	False	0.01476907730102539	
Dart	8907088	3.1415215771	-7.10229e-05	0.0005	3	240	15625000000	14761.0	False	0.02982616424560547	
Dart	9106677	3.1415525114	-4.00886e-05	0.0005	3	241	15625000000	219.0	False	0.0004439353942871094	
Dart	6820864	3.1419939577	0.0004013577	0.0005	3	242	15625000000	331.0	False	0.0006473064422607422	
Dart	7095836	3.1417721519	0.0001795519	0.0005	3	243	15625000000	1580.0	False	0.003279447555541992	
Dart	4613722	3.1418002466	0.0002076466	0.0005	3	244	15625000000	811.0	False	0.00174713134765625	
Dart	8256544	3.1419141914	0.0003215914	0.0005	3	245	15625000000	606.0	False	0.0018393993377685547	
Dart	3351715	3.1417624521	0.0001698521	0.0005	3	246	15625000000	261.0	False	0.0005209445953369141	
Dart	5130871	3.1417004049	0.0001078049	0.0005	3	247	15625000000	247.0	False	0.0004923343658447266	
Dart	4305993	3.1417004049	0.0001078049	0.0005	3	248	15625000000	247.0	False	0.0005285739898681641	
Dart	3712806	3.1420612813	0.0004686813	0.0005	3	249	15625000000	359.0	False	0.0007035732269287109	
Dart	8147467	3.1415001644	-9.24356e-05	0.0005	3	250	15625000000	513957.0	False	1.030019998550415	
Dart	1757237	3.1420612813	0.0004686813	0.0005	3	251	15625000000	359.0	False	0.0007593631744384766	
Dart	6051140	3.1417133707	0.0001207707	0.0005	3	252	15625000000	1249.0	False	0.0025141239166259766	
Dart	9548242	3.142445121	0.000852521	0.0005	3	253	15625000000	18723.0	False	0.038910865783691406	
Dart	9625201	3.1417322835	0.0001396835	0.0005	3	254	15625000000	1016.0	False	0.0020351409912109375	
Dart	7060181	3.1418918919	0.0002992919	0.0005	3	255	15625000000	1184.0	False	0.002377748489379883	
Dart	2888089	3.1415431783	-4.94217e-05	0.0005	3	256	15625000000	3914.0	False	0.007845640182495117	
Dart	8673379	3.1420612813	0.0004686813	0.0005	3	257	15625000000	359.0	False	0.0007259845733642578	
Dart	857229	3.1420507996	0.0004581996	0.0005	3	258	15625000000	1063.0	False	0.0021202564239501953	
Dart	7993003	3.1416309013	3.83013e-05	0.0005	3	259	15625000000	233.0	False	0.0004680156707763672	
Dart	5515678	3.1415125315	-8.00685e-05	0.0005	3	260	15625000000	9137.0	False	0.01825714111328125	
Dart	7580631	3.1420373027	0.0004447027	0.0005	3	261	15625000000	1394.0	False	0.0028345584869384766	
Dart	8541743	3.1417004049	0.0001078049	0.0005	3	262	15625000000	247.0	False	0.0005049705505371094	
Dart	3761465	3.1416007036	8.1036e-06	0.0005	3	263	15625000000	1137.0	False	0.0023245811462402344	
Dart	2096224	3.1424992884	0.0009066884	0.0005	3	264	15625000000	35130.0	False	0.07217907905578613	
Dart	8663179	3.1417624521	0.0001698521	0.0005	3	265	15625000000	261.0	False	0.0005447864532470703	
Dart	1728934	3.141955836	0.000363236	0.0005	3	266	15625000000	317.0	False	0.0006291866302490234	
Dart	5200571	3.1415525114	-4.00886e-05	0.0005	3	267	15625000000	219.0	False	0.0004451274871826172	
Dart	940912	3.1417624521	0.0001698521	0.0005	3	268	15625000000	261.0	False	0.0005412101745605469	
Dart	4579285	3.1418994413	0.0003068413	0.0005	3	269	15625000000	895.0	False	0.0017821788787841797	
Dart	4697998	3.1422121896	0.0006195896	0.0005	3	270	15625000000	886.0	False	0.0017077922821044922	
Dart	7712902	3.1417624521	0.0001698521	0.0005	3	271	15625000000	261.0	False	0.0006098747253417969	
Dart	7472202	3.1415182755	-7.43245e-05	0.0005	3	272	15625000000	1067.0	False	0.0020906925201416016	
Dart	9917379	3.1417004049	0.0001078049	0.0005	3	273	15625000000	247.0	False	0.0005228519439697266	
Dart	4889313	3.142287764	0.000695164	0.0005	3	274	15625000000	5018.0	False	0.0104522705078125	
Dart	820884	3.1424988646	0.0009062646	0.0005	3	275	15625000000	147531.0	False	0.3054370880126953	
Dart	836772	3.1416666667	7.40667e-05	0.0005	3	276	15625000000	480.0	False	0.0010018348693847656	
Dart	7172992	3.1415525114	-4.00886e-05	0.0005	3	277	15625000000	438.0	False	0.0008711814880371094	
Dart	7817754	3.1417539989	0.0001613989	0.0005	3	278	15625000000	1813.0	False	0.0037615299224853516	
Dart	3414918	3.1417624521	0.0001698521	0.0005	3	279	15625000000	1044.0	False	0.0021381378173828125	
Dart	8580162	3.1422319475	0.0006393475	0.0005	3	280	15625000000	1828.0	False	0.003755807876586914	
Dart	2984994	3.1417004049	0.0001078049	0.0005	3	281	15625000000	494.0	False	0.0010020732879638672	
Dart	9175450	3.1419939577	0.0004013577	0.0005	3	282	15625000000	331.0	False	0.0006587505340576172	
Dart	8551323	3.1416666667	7.40667e-05	0.0005	3	283	15625000000	480.0	False	0.0009553432464599609	
Dart	6315845	3.1424460432	0.0008534432	0.0005	3	284	15625000000	1390.0	False	0.0028400421142578125	
Dart	5018495	3.1416309013	3.83013e-05	0.0005	3	285	15625000000	233.0	False	0.0004665851593017578	
Dart	9378852	3.1416309013	3.83013e-05	0.0005	3	286	15625000000	233.0	False	0.00047516822814941406	
Dart	2938328	3.1418181818	0.0002255818	0.0005	3	287	15625000000	275.0	False	0.0005788803100585938	
Dart	2762175	3.1422070535	0.0006144535	0.0005	3	288	15625000000	1758.0	False	0.003624439239501953	
Dart	8936659	3.1418181818	0.0002255818	0.0005	3	289	15625000000	275.0	False	0.0005381107330322266	
Dart	2052262	3.1415797317	-1.28683e-05	0.0005	3	290	15625000000	671.0	False	0.0013403892517089844	
Dart	9350470	3.1422845691	0.0006919691	0.0005	3	291	15625000000	499.0	False	0.001004934310913086	
Dart	7292401	3.1424947146	0.0009021146	0.0005	3	292	15625000000	2365.0	False	0.004968166351318359	
Dart	975861	3.1416490486	5.64486e-05	0.0005	3	293	15625000000	1892.0	False	0.003793001174926758	
Dart	5363301	3.1423455685	0.0007529685	0.0005	3	294	15625000000	2234.0	False	0.00458836555480957	
